# Forces        
# CofR          : (0.00000000e+00 0.00000000e+00 0.00000000e+00)
# Time          forces(pressure viscous porous)	moments(pressure viscous porous)
362             	((-1.25655489e-06 2.07987369e-01 -2.17741251e-06) (6.50127424e-08 2.29268564e-03 1.01656243e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-6.03976547e-08 -3.44749056e-08 5.27361491e-08) (3.29492324e-09 2.12275176e-09 -5.64016354e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
363             	((-1.26554046e-06 2.07926626e-01 -2.05356375e-06) (-6.11451848e-09 2.29418549e-03 9.46395057e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-5.81199154e-08 -3.46665508e-08 5.64691066e-08) (2.90478741e-09 2.06801451e-09 2.58699646e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
364             	((-1.39865487e-06 2.07867079e-01 -2.20528496e-06) (4.07135108e-08 2.29508815e-03 1.71281460e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-5.79531058e-08 -3.64077402e-08 6.42468451e-08) (5.75079133e-09 2.13837907e-09 2.55182373e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
365             	((-1.04755743e-06 2.07806195e-01 -2.20934675e-06) (3.04281738e-08 2.29522977e-03 7.49842651e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-5.92650860e-08 -3.72048325e-08 4.56966959e-08) (2.26350338e-09 7.90668390e-10 -7.13287266e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
366             	((-1.22020633e-06 2.07751366e-01 -1.93753589e-06) (1.09735381e-09 2.29633791e-03 7.75983386e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-5.50787041e-08 -3.72718162e-08 5.96478743e-08) (2.44338406e-09 1.99011647e-09 6.45351819e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
367             	((-9.01122070e-07 2.07699620e-01 -2.20827863e-06) (-1.22045316e-08 2.29740572e-03 1.54498542e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-5.95213092e-08 -3.89499601e-08 4.20962980e-08) (5.27417139e-09 2.04355078e-09 -7.35867283e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
368             	((-1.14407383e-06 2.07641563e-01 -2.24588920e-06) (9.84930396e-08 2.29738235e-03 1.05217832e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-5.97371507e-08 -4.07468806e-08 5.36687482e-08) (3.61622238e-09 2.04389796e-09 5.43235386e-11) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
369             	((-1.07289132e-06 2.07584757e-01 -2.02976681e-06) (1.49399167e-08 2.29861256e-03 6.10261273e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-5.64457109e-08 -3.87503858e-08 5.45011802e-08) (1.94306467e-09 1.84252495e-09 1.12787821e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
370             	((-9.06490276e-07 2.07526909e-01 -2.19313413e-06) (6.66999724e-08 2.29962423e-03 1.53979460e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-5.76756975e-08 -3.94321210e-08 4.58981730e-08) (5.53086192e-09 2.93822282e-09 -6.04233478e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
371             	((-6.39684340e-07 2.07463982e-01 -2.26573323e-06) (2.38614345e-08 2.29957512e-03 8.95394818e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-5.95445644e-08 -4.11101307e-08 3.12694024e-08) (3.02366383e-09 1.68699119e-09 -3.87524309e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
372             	((-5.33025494e-07 2.07407950e-01 -1.92555159e-06) (-3.47814012e-08 2.30066932e-03 1.63309392e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-5.50702876e-08 -3.80160294e-08 3.18584964e-08) (1.49502415e-10 5.83926839e-10 1.73893791e-11) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
373             	((-6.07839487e-07 2.07357595e-01 -2.04130108e-06) (3.88450151e-08 2.30197754e-03 1.08599302e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-5.62819649e-08 -3.96326571e-08 3.24404172e-08) (3.58671433e-09 2.48559686e-09 -3.13494785e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
374             	((-8.60393199e-07 2.07301062e-01 -2.02379278e-06) (6.96162185e-08 2.30165987e-03 9.66242095e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-5.47344302e-08 -4.04120074e-08 4.50107504e-08) (3.43443807e-09 1.72716362e-09 4.86124243e-11) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
375             	((-6.77460360e-07 2.07248976e-01 -1.89143179e-06) (2.63111793e-08 2.30299845e-03 5.23757288e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-5.27550058e-08 -3.86862238e-08 3.71951869e-08) (1.74639442e-09 1.52673820e-09 -4.56639185e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
376             	((-9.69011288e-07 2.07196933e-01 -2.04190192e-06) (5.60451406e-08 2.30390261e-03 9.81863418e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-5.42286212e-08 -4.00401494e-08 4.71460703e-08) (3.38058189e-09 2.35299713e-09 -3.94246258e-11) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
377             	((-7.79840807e-07 2.07137935e-01 -2.05831149e-06) (-6.49698324e-08 2.30391182e-03 3.67396633e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-5.59408021e-08 -3.93053571e-08 3.81608735e-08) (1.26295969e-09 -1.90279049e-10 -2.65339700e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
378             	((-9.47808022e-07 2.07081210e-01 -1.88640865e-06) (2.18045814e-08 2.30500339e-03 6.73911464e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-5.23008142e-08 -3.76481600e-08 5.18033958e-08) (2.12436400e-09 1.00419909e-09 5.35637236e-11) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
379             	((-1.29322630e-06 2.07043658e-01 -2.03451503e-06) (6.39344872e-08 2.30607709e-03 1.32517611e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-5.47528583e-08 -3.90345711e-08 6.28920844e-08) (4.58837422e-09 2.64469634e-09 -3.24739677e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
380             	((-1.33785539e-06 2.06977991e-01 -2.05330557e-06) (2.53507955e-08 2.30600299e-03 7.03146626e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-5.38399314e-08 -4.07217674e-08 6.39628242e-08) (2.64597974e-09 7.41569687e-10 4.49206179e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
381             	((-1.09481409e-06 2.06919611e-01 -1.87086708e-06) (-3.85230507e-08 2.30714097e-03 3.50672143e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-5.10458324e-08 -3.88266709e-08 5.77804817e-08) (9.71683511e-10 -4.64778898e-11 -2.19747439e-11) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
382             	((-1.00032841e-06 2.06866869e-01 -2.06808183e-06) (4.38456442e-08 2.30805205e-03 1.11448131e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-5.45859292e-08 -4.11494657e-08 4.93961254e-08) (3.69028821e-09 1.82803947e-09 -5.37859590e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
383             	((-9.76469780e-07 2.06810655e-01 -2.21354357e-06) (-1.12640246e-08 2.30807054e-03 7.28696366e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-5.70791111e-08 -4.26355261e-08 4.57074555e-08) (2.74550157e-09 8.19172581e-10 2.30044120e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
384             	((-1.11934841e-06 2.06755733e-01 -1.95085141e-06) (-2.31122927e-08 2.30894354e-03 1.91144910e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-5.24936480e-08 -4.05040381e-08 5.93920927e-08) (7.07299082e-10 7.25939227e-11 8.15413619e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
385             	((-6.58882102e-07 2.06698477e-01 -2.12724617e-06) (1.50251574e-09 2.30996493e-03 7.41942725e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-5.53979105e-08 -4.16051798e-08 3.55042412e-08) (2.45937422e-09 9.59191992e-10 -5.60432835e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
386             	((-1.13242442e-06 2.06657334e-01 -2.12683800e-06) (5.16631472e-08 2.31009596e-03 9.37809597e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-5.50307321e-08 -4.09271923e-08 5.76202686e-08) (3.48568716e-09 1.54061139e-09 3.69706068e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
387             	((-5.13539813e-07 2.06594583e-01 -2.02363613e-06) (-5.54530581e-08 2.31103416e-03 1.04549336e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-5.45956679e-08 -3.99987598e-08 3.44839937e-08) (3.00439085e-10 4.84152927e-11 -6.33808449e-11) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
388             	((-4.32338742e-07 2.06537749e-01 -2.02467846e-06) (3.16686483e-08 2.31179419e-03 3.17979440e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-5.44083373e-08 -4.19694174e-08 2.89690933e-08) (1.08433732e-09 1.62791091e-09 -2.98271378e-11) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
389             	((-5.39953325e-07 2.06482645e-01 -1.97684904e-06) (-1.01890772e-08 2.31201363e-03 5.42679669e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-5.08367752e-08 -4.38514877e-08 3.49033535e-08) (2.15676634e-09 7.41250595e-10 5.96778650e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
390             	((-3.30707010e-07 2.06433630e-01 -1.85526813e-06) (-2.73156372e-08 2.31288298e-03 3.75806477e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-4.89864835e-08 -4.01334589e-08 2.92471677e-08) (1.25004458e-09 -9.95102428e-10 -2.70229431e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
391             	((-5.28872483e-07 2.06388120e-01 -1.99769900e-06) (7.13071735e-08 2.31414446e-03 1.05223167e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-4.95692567e-08 -4.41129898e-08 3.24957837e-08) (3.95358626e-09 2.17508025e-09 -8.25375341e-11) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
392             	((-8.95054279e-07 2.06336842e-01 -1.99322817e-06) (-1.45146554e-08 2.31386653e-03 4.63047981e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-5.00685903e-08 -4.46668182e-08 4.89924704e-08) (1.85618440e-09 8.35904053e-10 8.47208628e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
393             	((-6.12352217e-07 2.06286418e-01 -1.76637690e-06) (-3.82035351e-08 2.31498307e-03 -3.92263689e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-4.86191782e-08 -4.06548466e-08 4.17097903e-08) (-2.85827183e-10 -1.00423252e-09 -1.56550503e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
394             	((-6.96833956e-07 2.06234195e-01 -1.76998612e-06) (8.43700522e-08 2.31587318e-03 9.73093743e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-4.67421548e-08 -4.16977499e-08 3.99217194e-08) (3.47459648e-09 1.27756846e-09 -2.62219709e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
395             	((-4.99937894e-07 2.06176508e-01 -1.77855880e-06) (-8.06803936e-09 2.31579037e-03 3.91105382e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-4.73718951e-08 -4.38334286e-08 2.86099894e-08) (1.62109852e-09 8.77529761e-10 -3.47970999e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
396             	((-6.91965143e-07 2.06125997e-01 -1.47784114e-06) (-3.18512512e-08 2.31686243e-03 -1.80973669e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-4.25600296e-08 -4.08405457e-08 4.48533123e-08) (-6.11080391e-10 -4.40417574e-10 6.10093537e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
397             	((-7.27256162e-07 2.06080101e-01 -1.66276775e-06) (2.18006360e-08 2.31779933e-03 5.74561365e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-4.56840727e-08 -4.20061052e-08 4.37885161e-08) (2.03689459e-09 8.76031955e-10 -2.05433614e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
398             	((-9.15113245e-07 2.06029904e-01 -1.76833509e-06) (5.02077080e-08 2.31770586e-03 5.91305174e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-4.67250624e-08 -4.25521278e-08 5.09236058e-08) (2.25964164e-09 4.56405193e-10 1.79131753e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
399             	((-7.16119977e-07 2.05981463e-01 -1.66937724e-06) (-2.84732740e-08 2.31877018e-03 -4.19990297e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-4.60265397e-08 -4.07219910e-08 4.60388873e-08) (-2.73005649e-11 -6.25935252e-10 1.50027220e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
400             	((-7.16302292e-07 2.05929361e-01 -1.78339988e-06) (2.80856169e-08 2.31946525e-03 4.49082533e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-4.72905113e-08 -4.15801272e-08 4.30741825e-08) (1.69325405e-09 7.42630007e-10 -2.40848782e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
401             	((-1.40249350e-06 2.05889147e-01 -1.75964831e-06) (5.49142148e-08 2.31962240e-03 4.68494534e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-4.56797987e-08 -4.17267663e-08 7.61667240e-08) (2.05547163e-09 1.21458006e-09 1.01981343e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
402             	((-9.31027208e-07 2.05826547e-01 -1.74203997e-06) (-1.31937819e-08 2.32045512e-03 1.36190620e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-4.67318714e-08 -3.84225644e-08 5.69893614e-08) (4.33019871e-10 -1.04778524e-09 -2.20161518e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
403             	((-5.68724334e-07 2.05768799e-01 -1.92537424e-06) (7.70374541e-08 2.32145731e-03 6.99379031e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-4.85807791e-08 -4.24405323e-08 3.30311447e-08) (2.65281942e-09 1.09878768e-09 -4.35459647e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
404             	((-4.26240903e-07 2.05712646e-01 -1.86278408e-06) (-4.19877331e-08 2.32137031e-03 1.35714785e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-4.68400355e-08 -4.32403453e-08 2.67924089e-08) (1.66610917e-10 -4.57539849e-10 1.77807431e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
405             	((-1.80864631e-07 2.05663402e-01 -1.65024161e-06) (-1.78480563e-08 2.32216907e-03 -1.37108595e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-4.42266116e-08 -4.01652114e-08 2.26755722e-08) (-5.08921122e-10 -1.11282543e-09 -2.94097753e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
406             	((-6.58370673e-07 2.05619019e-01 -1.74521627e-06) (1.30024587e-07 2.32321890e-03 1.06762981e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-4.26172583e-08 -4.29644147e-08 4.13046611e-08) (4.01161460e-09 1.63503119e-09 4.21419878e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
407             	((-5.99236771e-07 2.05570839e-01 -1.90656644e-06) (-1.01442000e-08 2.32313464e-03 3.74840696e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-4.67651994e-08 -4.50364434e-08 3.66306674e-08) (1.50797674e-09 3.27859847e-10 2.70862400e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
408             	((-5.27401595e-07 2.05526174e-01 -1.67381626e-06) (-3.27368559e-08 2.32392954e-03 -3.28628891e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-4.46689007e-08 -4.13745947e-08 4.04427493e-08) (-1.14065918e-09 -1.33743784e-09 3.19924766e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
409             	((-7.51592661e-07 2.05496117e-01 -1.72959692e-06) (-3.73299829e-09 2.32499887e-03 2.24770315e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-4.60274562e-08 -4.17871661e-08 4.81401467e-08) (9.14319258e-10 -8.31628989e-11 -5.95896767e-11) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
410             	((-9.52650593e-07 2.05456274e-01 -1.69569610e-06) (2.35005644e-08 2.32468871e-03 3.34950508e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-4.67140662e-08 -3.92916178e-08 5.58582008e-08) (1.39863313e-09 -1.93407852e-10 -1.68614644e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
411             	((-8.61394568e-07 2.05392694e-01 -1.47626020e-06) (6.59008709e-08 2.32576202e-03 1.51375623e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-4.08193716e-08 -3.78581129e-08 5.71802571e-08) (7.81362034e-10 4.31521972e-10 7.94228017e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
412             	((-5.42518035e-07 2.05334107e-01 -1.55524109e-06) (1.54675656e-08 2.32652065e-03 2.62717646e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-4.11654852e-08 -3.88543354e-08 3.93359826e-08) (1.00249138e-09 3.88787291e-10 7.96892563e-12) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
413             	((-3.60292065e-07 2.05277344e-01 -1.55287758e-06) (4.24934491e-09 2.32643855e-03 -2.36862416e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-4.03782175e-08 -4.00196496e-08 3.00339872e-08) (2.03354132e-10 -2.99591905e-10 3.78536707e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
414             	((-5.62986340e-09 2.05228083e-01 -1.33275072e-06) (-3.17336136e-08 2.32734818e-03 -2.58303969e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-3.69653573e-08 -3.64918756e-08 1.72180938e-08) (-8.50146825e-10 -1.77676238e-09 -1.88963527e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
415             	((2.06253034e-07 2.05179701e-01 -1.50309233e-06) (6.32801366e-08 2.32813502e-03 4.93303452e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-3.85498697e-08 -4.04068582e-08 1.88349898e-09) (1.96847441e-09 8.60198090e-10 -5.79251945e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
416             	((-2.20447987e-07 2.05127121e-01 -1.45286441e-06) (6.51361784e-08 2.32808402e-03 1.99267006e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-3.51335914e-08 -4.38859082e-08 2.39765939e-08) (1.17369393e-09 9.83924818e-10 1.04802130e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
417             	((-8.86524537e-08 2.05080812e-01 -1.45952441e-06) (-2.85387041e-08 2.32893435e-03 -3.52418045e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-3.79380007e-08 -4.27709876e-08 2.33711793e-08) (-1.15874348e-09 -1.45383773e-09 8.70724013e-11) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
418             	((-3.41769673e-07 2.05052062e-01 -1.46880714e-06) (8.53679292e-08 2.32977528e-03 5.85204425e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-3.84180727e-08 -4.21568752e-08 3.16024720e-08) (2.26729846e-09 3.61314397e-10 -2.94916722e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
419             	((-2.92655000e-07 2.05002140e-01 -1.63793682e-06) (-2.96178002e-08 2.32976743e-03 4.46452332e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-4.20841588e-08 -4.26770174e-08 2.63816764e-08) (4.31168143e-10 -9.94138425e-11 3.36204883e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
420             	((-3.44710193e-07 2.04955026e-01 -1.46581370e-06) (-5.37451757e-08 2.33032767e-03 -6.06387041e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-4.11919824e-08 -3.88278985e-08 3.40490163e-08) (-1.99165849e-09 -1.50845896e-09 1.79914409e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
421             	((-7.19483294e-07 2.04908744e-01 -1.36249732e-06) (1.02459998e-07 2.33143096e-03 3.85156635e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-3.46061137e-08 -3.94033001e-08 4.96895915e-08) (1.77859540e-09 9.49327841e-10 7.20827224e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
422             	((-6.79237547e-07 2.04859138e-01 -1.47896050e-06) (-6.27365273e-09 2.33118922e-03 2.43632378e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-3.70541732e-08 -3.88203367e-08 4.56811718e-08) (1.19610245e-09 -1.03482990e-10 2.37367754e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
423             	((-5.88939189e-07 2.04812230e-01 -1.51862284e-06) (2.35671182e-09 2.33204769e-03 -2.40685506e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-4.01391012e-08 -3.79590083e-08 4.24297310e-08) (-6.47156107e-10 -8.24004771e-10 2.03918603e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
424             	((-2.86531546e-07 2.04766048e-01 -1.59752413e-06) (7.76330763e-09 2.33288858e-03 -4.81791983e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-4.14115509e-08 -3.79105284e-08 2.69022567e-08) (4.91897125e-11 -4.89656431e-10 -8.15627140e-11) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
425             	((-1.30384573e-07 2.04712066e-01 -1.45251045e-06) (2.39218724e-08 2.33262527e-03 -2.85772726e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-3.76060661e-08 -3.93069141e-08 1.88909750e-08) (-6.89044177e-10 -5.14497556e-10 -1.03786666e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
426             	((-6.97105534e-07 2.04680562e-01 -1.27160820e-06) (8.52201752e-08 2.33355455e-03 -4.36941556e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-3.64207208e-08 -3.93586520e-08 5.11922014e-08) (-1.34963023e-09 5.23083071e-10 8.27889802e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
427             	((-2.99314992e-07 2.04631127e-01 -1.46617742e-06) (5.84837044e-08 2.33440928e-03 4.23323120e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-3.83149352e-08 -3.98802721e-08 2.93737251e-08) (1.86710704e-09 4.66041226e-10 -3.63911676e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
428             	((-3.31560770e-07 2.04578704e-01 -1.38215941e-06) (3.11306308e-08 2.33415281e-03 -2.32510082e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-3.51353279e-08 -4.12367184e-08 3.06410157e-08) (-3.70479508e-10 2.28894770e-10 2.29701023e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
429             	((-2.39262420e-07 2.04533657e-01 -1.29054234e-06) (-3.88414852e-08 2.33505787e-03 -7.81578845e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-3.51566590e-08 -3.94857533e-08 3.23013022e-08) (-2.76150212e-09 -1.26662619e-09 1.36603363e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
430             	((-7.57321308e-08 2.04491538e-01 -1.34130394e-06) (4.70149077e-08 2.33568324e-03 5.10211930e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-3.55636606e-08 -3.86217102e-08 2.34807126e-08) (3.83679221e-10 -5.04889056e-11 -2.70783663e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
431             	((-3.75629535e-07 2.04443313e-01 -1.24579698e-06) (7.69710350e-08 2.33572811e-03 6.89227270e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-3.05718832e-08 -3.83100952e-08 3.81611781e-08) (3.06765443e-09 1.47225856e-10 6.77609459e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
432             	((-1.20177828e-07 2.04397345e-01 -1.24405379e-06) (1.90873040e-08 2.33656479e-03 9.19463154e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.68670719e-08 -3.88310965e-08 2.88742570e-08) (3.99961273e-09 -2.36599930e-11 -1.14031498e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
433             	((6.93064882e-08 2.04352986e-01 -1.08961568e-06) (4.90605672e-08 2.33742650e-03 -4.12615221e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.53417355e-08 -4.16451890e-08 1.50569931e-08) (-1.29015116e-09 -5.60620314e-10 2.29262715e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
434             	((1.39858901e-07 2.04305167e-01 -9.36434894e-07) (-8.78004305e-08 2.33691027e-03 -5.80643521e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.66777858e-08 -3.66541483e-08 1.32428165e-08) (-1.88295539e-09 -3.37430404e-09 3.90889567e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
435             	((2.15180990e-07 2.04263907e-01 -8.37015255e-07) (-3.53038256e-09 2.33790529e-03 3.27539847e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.33485558e-08 -3.54925173e-08 1.48174037e-08) (1.56902559e-09 -6.03161532e-10 -2.39780358e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
436             	((-2.13508000e-07 2.04224624e-01 -7.95822147e-07) (1.59886004e-07 2.33855755e-03 -9.96300385e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.19016473e-08 -4.24885592e-08 2.78397606e-08) (-6.50739580e-11 2.57726693e-09 6.38988193e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
437             	((-1.46866809e-07 2.04180854e-01 -7.48967053e-07) (-2.79480629e-08 2.33828163e-03 -7.16143843e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.47984861e-08 -4.20848270e-08 2.27460203e-08) (-2.38499755e-09 -2.28135544e-09 5.08131160e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
438             	((-2.47267250e-07 2.04139709e-01 -9.24908956e-07) (-6.59945149e-08 2.33915891e-03 1.62613812e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.85708323e-08 -3.52985027e-08 3.12475694e-08) (9.56246753e-10 -4.31578779e-09 2.62176344e-10) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
