# Forces        
# CofR          : (0.00000000e+00 0.00000000e+00 0.00000000e+00)
# Time          forces(pressure viscous porous)	moments(pressure viscous porous)
79              	((4.29500623e-05 2.38367493e-01 5.09483434e-05) (1.90941605e-06 1.82439585e-03 -6.50453033e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((8.28565861e-07 1.02941267e-06 -2.06450676e-06) (-1.40191102e-08 1.57125139e-08 4.33813599e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
80              	((4.22523284e-05 2.38002935e-01 4.98892433e-05) (1.84568734e-06 1.82998313e-03 -1.15126042e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((7.92507749e-07 1.00752242e-06 -2.02743654e-06) (-8.23474828e-09 1.57665752e-08 4.81604244e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
81              	((4.19207879e-05 2.37651746e-01 4.90100010e-05) (1.79171911e-06 1.83535446e-03 -3.36256889e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((7.64390375e-07 9.88440825e-07 -2.00674692e-06) (-1.01142190e-08 1.52862880e-08 4.29438176e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
82              	((4.09804520e-05 2.37315792e-01 4.82457950e-05) (1.69252876e-06 1.84057525e-03 -3.28874089e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((7.38874963e-07 9.71408439e-07 -1.97345347e-06) (-9.51450136e-09 1.40138712e-08 5.48258798e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
83              	((4.01086980e-05 2.36994564e-01 4.74156430e-05) (1.64390083e-06 1.84558336e-03 -1.56867385e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((7.07654046e-07 9.58822903e-07 -1.94068487e-06) (-7.53088971e-09 1.33631065e-08 5.39444169e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
84              	((3.92308249e-05 2.36684227e-01 4.67306919e-05) (1.57116676e-06 1.85029963e-03 -5.67774038e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((6.90223754e-07 9.46648521e-07 -1.90361668e-06) (-1.13843773e-08 1.34210779e-08 6.09686875e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
85              	((3.82522475e-05 2.36383849e-01 4.57958915e-05) (1.50614916e-06 1.85484360e-03 -2.35956526e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((6.63798840e-07 9.33093034e-07 -1.86210737e-06) (-7.66878381e-09 1.30997334e-08 6.53735945e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
86              	((3.74710415e-05 2.36092867e-01 4.46044814e-05) (1.46958409e-06 1.85933101e-03 -1.98854897e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((6.31487510e-07 9.19988963e-07 -1.82336251e-06) (-7.00230133e-09 1.29568350e-08 6.47069332e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
87              	((3.63165337e-05 2.35809340e-01 4.35335547e-05) (1.38055640e-06 1.86353235e-03 -4.32419840e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((6.07138195e-07 9.05141179e-07 -1.77449076e-06) (-9.18448084e-09 1.24704722e-08 7.78351786e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
88              	((3.54866154e-05 2.35534352e-01 4.27351742e-05) (1.33134659e-06 1.86760327e-03 -2.03909296e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((5.86119902e-07 8.92745355e-07 -1.73266451e-06) (-6.52344798e-09 1.28352461e-08 7.94710050e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
89              	((3.47430331e-05 2.35267996e-01 4.21959374e-05) (1.29308500e-06 1.87160309e-03 -1.30575176e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((5.69746342e-07 8.82099777e-07 -1.69940056e-06) (-5.60132269e-09 1.24687384e-08 8.22803632e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
90              	((3.40909327e-05 2.35009536e-01 4.18029099e-05) (1.26965232e-06 1.87547595e-03 -4.14250666e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((5.62995409e-07 8.73418392e-07 -1.66483313e-06) (-7.96725381e-09 1.25954124e-08 7.92605131e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
91              	((3.33791083e-05 2.34757602e-01 4.14769721e-05) (1.20263779e-06 1.87917905e-03 -2.01017749e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((5.52865114e-07 8.66113552e-07 -1.63136466e-06) (-5.56701618e-09 1.29471417e-08 8.44304801e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
92              	((3.26451877e-05 2.34512212e-01 4.11403435e-05) (1.13662260e-06 1.88284633e-03 -1.01998768e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((5.38562541e-07 8.58180055e-07 -1.59714866e-06) (-4.66797388e-09 1.27974125e-08 9.21273692e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
93              	((3.18843861e-05 2.34273396e-01 4.06137088e-05) (1.13150378e-06 1.88635229e-03 -3.04214111e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((5.27393900e-07 8.49760942e-07 -1.55955902e-06) (-6.45219861e-09 1.26527859e-08 8.82270151e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
94              	((3.13762294e-05 2.34044261e-01 4.02263480e-05) (1.12934880e-06 1.88980439e-03 -5.93112754e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((5.16294815e-07 8.43195801e-07 -1.52845621e-06) (-3.46374686e-09 1.32477591e-08 8.39637806e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
95              	((3.05955426e-05 2.33820624e-01 3.98799920e-05) (1.07227613e-06 1.89325775e-03 -2.07669589e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((5.05001635e-07 8.36627637e-07 -1.49123713e-06) (-5.23965680e-09 1.31081887e-08 9.07665863e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
96              	((2.95413096e-05 2.33602308e-01 3.94942868e-05) (9.68329540e-07 1.89657237e-03 -3.15495882e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((4.97508583e-07 8.30824762e-07 -1.44278908e-06) (-6.05661957e-09 1.26962226e-08 1.02089436e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
97              	((2.81602983e-05 2.33390770e-01 3.91936068e-05) (8.74740347e-07 1.89982524e-03 -7.89022077e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((4.87940427e-07 8.27742347e-07 -1.38947744e-06) (-3.22556397e-09 1.34590748e-08 1.13972655e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
98              	((2.75168818e-05 2.33182468e-01 3.90104490e-05) (1.00562334e-06 1.90310593e-03 -2.27873299e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((4.80732242e-07 8.25159806e-07 -1.35741201e-06) (-4.87330542e-09 1.29766268e-08 9.39921285e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
99              	((2.68068231e-05 2.32977506e-01 3.86435168e-05) (9.55773404e-07 1.90631496e-03 -3.01648832e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((4.74644942e-07 8.21372257e-07 -1.32149930e-06) (-5.25187757e-09 1.27190154e-08 9.62558290e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
100             	((2.59672832e-05 2.32771842e-01 3.83719787e-05) (8.86582021e-07 1.90946776e-03 1.04848398e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((4.64500270e-07 8.17044519e-07 -1.28077783e-06) (-8.39581935e-10 1.29075881e-08 1.03429587e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
101             	((2.52783850e-05 2.32568749e-01 3.80480728e-05) (8.66927983e-07 1.91258442e-03 -1.93503976e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((4.55896519e-07 8.10922558e-07 -1.24421267e-06) (-4.28980011e-09 1.30610904e-08 1.02698443e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
102             	((2.47588418e-05 2.32370509e-01 3.75277696e-05) (9.03086444e-07 1.91569506e-03 -4.16337589e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((4.45782415e-07 8.04638159e-07 -1.21139095e-06) (-2.17153024e-09 1.32636227e-08 9.25955503e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
103             	((2.43146951e-05 2.32178428e-01 3.70901617e-05) (8.16817293e-07 1.91883336e-03 1.35876152e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((4.36123090e-07 7.98354152e-07 -1.18758323e-06) (1.41975300e-10 1.35562895e-08 1.05313647e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
104             	((2.35122554e-05 2.31994883e-01 3.67334505e-05) (7.53817955e-07 1.92185766e-03 -7.33198087e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((4.28266795e-07 7.94140959e-07 -1.15334143e-06) (-2.64040709e-09 1.36469812e-08 1.12784724e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
105             	((2.27830274e-05 2.31818089e-01 3.65347080e-05) (7.30458501e-07 1.92488951e-03 -3.41525999e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((4.31289259e-07 7.87096568e-07 -1.12430881e-06) (-5.24853417e-09 1.35128995e-08 1.11027477e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
106             	((2.25295763e-05 2.31645096e-01 3.63589913e-05) (8.16452533e-07 1.92787170e-03 -1.87432332e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((4.29229092e-07 7.83632753e-07 -1.10466045e-06) (-3.31991743e-09 1.32647953e-08 9.33534909e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
107             	((2.22077868e-05 2.31472095e-01 3.60881576e-05) (7.72715044e-07 1.93096899e-03 3.30235234e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((4.18457467e-07 7.79599960e-07 -1.08567082e-06) (4.17730461e-09 1.49135070e-08 9.70044763e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
108             	((2.15124199e-05 2.31298564e-01 3.57635167e-05) (6.84103261e-07 1.93395267e-03 -3.06119251e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((4.08634127e-07 7.76027990e-07 -1.05708810e-06) (-1.20418646e-10 1.43998985e-08 1.09304999e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
109             	((2.09227018e-05 2.31122971e-01 3.57393844e-05) (7.04024994e-07 1.93674680e-03 -1.38546869e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((4.12858073e-07 7.69886012e-07 -1.02075469e-06) (-1.19103517e-09 1.39392365e-08 9.85802125e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
110             	((2.01726251e-05 2.30948497e-01 3.56747413e-05) (6.85217625e-07 1.93958671e-03 4.34718752e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((4.11943730e-07 7.65957580e-07 -9.80437839e-07) (5.77317899e-09 1.63950345e-08 9.96256252e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
111             	((1.91306180e-05 2.30779470e-01 3.56481757e-05) (6.79760274e-07 1.94256341e-03 1.44694240e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((4.10904874e-07 7.61935357e-07 -9.29451466e-07) (2.46865315e-09 1.62460770e-08 1.03974276e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
112             	((1.87837984e-05 2.30614850e-01 3.56076292e-05) (7.00387309e-07 1.94550726e-03 -5.04957492e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((4.12963997e-07 7.58404711e-07 -9.12398812e-07) (-1.12874760e-09 1.17680232e-08 9.03528758e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
113             	((1.84359547e-05 2.30453800e-01 3.54253350e-05) (5.84007509e-07 1.94839361e-03 1.04717643e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((4.12291280e-07 7.54018681e-07 -8.98149411e-07) (1.88903870e-09 1.39807355e-08 1.02383405e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
114             	((1.77000185e-05 2.30294141e-01 3.51599089e-05) (5.54090823e-07 1.95118134e-03 6.90678673e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((4.04404465e-07 7.48144277e-07 -8.66139163e-07) (1.58004790e-09 1.59391570e-08 1.08331805e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
115             	((1.75180494e-05 2.30132878e-01 3.49741129e-05) (6.47473142e-07 1.95404643e-03 1.24698950e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((4.01876708e-07 7.45198696e-07 -8.57674520e-07) (1.07658714e-09 1.23570946e-08 8.83086976e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
116             	((1.68741734e-05 2.29970391e-01 3.45562656e-05) (5.83367241e-07 1.95699580e-03 3.57909728e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.93437342e-07 7.39223835e-07 -8.28083818e-07) (4.71334737e-09 1.33735357e-08 9.61167692e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
117             	((1.65763887e-05 2.29807127e-01 3.40327412e-05) (4.89991037e-07 1.95973031e-03 9.78191280e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.83356413e-07 7.33062044e-07 -8.09130071e-07) (3.16066462e-09 1.47258627e-08 1.03544877e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
118             	((1.63192234e-05 2.29643538e-01 3.36462037e-05) (5.77056363e-07 1.96256378e-03 6.55324459e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.78721810e-07 7.28510554e-07 -7.99853409e-07) (5.48892343e-10 1.26769265e-08 8.66373486e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
119             	((1.60384708e-05 2.29485149e-01 3.31343520e-05) (5.64760522e-07 1.96545245e-03 2.45730737e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.69819994e-07 7.21119382e-07 -7.79733342e-07) (4.87062802e-09 1.49630412e-08 8.67564766e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
120             	((1.56192174e-05 2.29331617e-01 3.28966876e-05) (4.63820192e-07 1.96822683e-03 4.05321773e-08) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.67526488e-07 7.17556393e-07 -7.63344876e-07) (1.57130281e-09 1.34078768e-08 9.92655210e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
121             	((1.51369856e-05 2.29181335e-01 3.26820243e-05) (5.17404492e-07 1.97101863e-03 1.26848145e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.62511382e-07 7.10956085e-07 -7.39253336e-07) (3.32328740e-09 1.50441686e-08 8.75811715e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
122             	((1.48189266e-05 2.29032365e-01 3.25832873e-05) (4.83185861e-07 1.97382653e-03 2.27871846e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.63155521e-07 7.03605268e-07 -7.21864194e-07) (5.50862226e-09 1.39548703e-08 8.89990784e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
123             	((1.43459855e-05 2.28881465e-01 3.23716752e-05) (4.08077863e-07 1.97648707e-03 2.21704149e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.58629659e-07 7.00512310e-07 -6.96485921e-07) (4.98976456e-09 1.09414695e-08 9.85537188e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
124             	((1.40580414e-05 2.28729365e-01 3.22051689e-05) (4.99270900e-07 1.97928847e-03 1.49276455e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.58001744e-07 6.92250363e-07 -6.88148406e-07) (2.56777738e-10 1.51041483e-08 8.17110119e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
125             	((1.38698172e-05 2.28576901e-01 3.20456906e-05) (4.76929834e-07 1.98215085e-03 2.29304722e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.60345341e-07 6.85606534e-07 -6.82192334e-07) (3.89816001e-09 1.58140889e-08 8.10897316e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
126             	((1.36142016e-05 2.28426415e-01 3.19588596e-05) (3.93376859e-07 1.98483993e-03 3.14745589e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.62735191e-07 6.78157779e-07 -6.77012990e-07) (4.20878860e-09 1.71712950e-08 9.08080986e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
127             	((1.32900551e-05 2.28281543e-01 3.18738059e-05) (4.29838736e-07 1.98757279e-03 1.98104088e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.63791047e-07 6.72714572e-07 -6.66778439e-07) (2.65939354e-09 1.71104873e-08 8.48026822e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
128             	((1.27094365e-05 2.28141840e-01 3.18079944e-05) (4.57134934e-07 1.99036704e-03 2.02882669e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.60108223e-07 6.68161426e-07 -6.35813927e-07) (2.66029333e-09 1.48933650e-08 7.94722032e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
129             	((1.22254230e-05 2.27999661e-01 3.18296128e-05) (3.85007302e-07 1.99308544e-03 2.15502535e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.61408492e-07 6.65290580e-07 -6.08692761e-07) (3.72793312e-09 1.46388903e-08 8.70219506e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
130             	((1.15662955e-05 2.27855276e-01 3.14600405e-05) (3.83818831e-07 1.99582354e-03 1.90834333e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.49518199e-07 6.60835159e-07 -5.77970770e-07) (3.38947207e-09 1.50943734e-08 8.72233312e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
131             	((1.13147199e-05 2.27707342e-01 3.12940485e-05) (3.79001320e-07 1.99857819e-03 3.29507960e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.49166643e-07 6.55076429e-07 -5.63648128e-07) (5.14001413e-09 1.46905739e-08 8.15161271e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
132             	((1.10151607e-05 2.27557300e-01 3.08108847e-05) (3.31731036e-07 2.00115163e-03 5.44601310e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.38984068e-07 6.47792802e-07 -5.47176460e-07) (7.64787848e-09 1.37351493e-08 8.63945789e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
133             	((1.11000758e-05 2.27405929e-01 3.03437517e-05) (4.02897568e-07 2.00384476e-03 1.90282822e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.34801912e-07 6.43322188e-07 -5.51951741e-07) (3.68190754e-09 1.45091003e-08 7.25380449e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
134             	((1.09945945e-05 2.27259500e-01 2.97985020e-05) (3.40656905e-07 2.00646322e-03 3.18373658e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.28576018e-07 6.35176185e-07 -5.50304259e-07) (5.77549761e-09 1.53495929e-08 7.91385646e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
135             	((1.07577489e-05 2.27120529e-01 2.93698249e-05) (2.76564079e-07 2.00920392e-03 4.08404967e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.26717048e-07 6.26756763e-07 -5.45023758e-07) (6.83916746e-09 1.33796082e-08 8.57689316e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
136             	((1.05981973e-05 2.26987041e-01 2.91607989e-05) (3.01348906e-07 2.01185105e-03 2.59025826e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.27170709e-07 6.21798151e-07 -5.45449447e-07) (4.84931974e-09 1.39785706e-08 7.99774230e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
137             	((1.00691379e-05 2.26855943e-01 2.89657526e-05) (2.55169602e-07 2.01450207e-03 3.80414721e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.21423912e-07 6.12803082e-07 -5.13397176e-07) (8.29624235e-09 1.62705950e-08 8.24557389e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
138             	((9.89468530e-06 2.26723031e-01 2.89294264e-05) (2.94903405e-07 2.01716647e-03 4.39939059e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.21966223e-07 6.07008254e-07 -5.15310626e-07) (7.36572711e-09 1.36667444e-08 7.71127954e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
139             	((1.00612221e-05 2.26585429e-01 2.89536276e-05) (2.83201446e-07 2.01971691e-03 2.53041519e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.28874535e-07 6.02522623e-07 -5.24077189e-07) (4.65405356e-09 1.42184818e-08 7.12509878e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
140             	((9.82348976e-06 2.26445006e-01 2.87339534e-05) (3.61958754e-07 2.02231079e-03 3.05293917e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.25477732e-07 5.92665620e-07 -5.08522759e-07) (6.84427988e-09 1.55658153e-08 6.41457452e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
141             	((9.45572666e-06 2.26304085e-01 2.85964222e-05) (2.86462620e-07 2.02497801e-03 3.68869792e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.25950785e-07 5.86193127e-07 -4.98315246e-07) (6.62331358e-09 1.37774857e-08 7.14423534e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
142             	((9.08605611e-06 2.26169349e-01 2.84291260e-05) (2.77174028e-07 2.02750937e-03 4.17532090e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.24867395e-07 5.81739002e-07 -4.89534631e-07) (7.03069932e-09 1.34322789e-08 7.16812735e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
143             	((8.69973042e-06 2.26040407e-01 2.82889865e-05) (1.89081741e-07 2.02991959e-03 4.12273707e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.24701956e-07 5.73879380e-07 -4.64051417e-07) (7.22676729e-09 1.42920887e-08 7.76293733e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
144             	((8.45492333e-06 2.25910447e-01 2.79793094e-05) (3.14401255e-07 2.03241232e-03 3.72465971e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.20036645e-07 5.66515188e-07 -4.54868676e-07) (7.00721469e-09 1.35389204e-08 6.57122559e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
145             	((8.41813819e-06 2.25777693e-01 2.75867721e-05) (3.07632338e-07 2.03502621e-03 2.22068454e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.14003789e-07 5.61841293e-07 -4.51289110e-07) (4.80186193e-09 1.42294034e-08 6.31594386e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
146             	((8.17495102e-06 2.25646704e-01 2.73540607e-05) (2.67629512e-07 2.03752293e-03 3.84991349e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.13283417e-07 5.53345434e-07 -4.36464016e-07) (7.44350263e-09 1.41630520e-08 6.48589847e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
147             	((7.73787853e-06 2.25518303e-01 2.69796458e-05) (1.94734881e-07 2.03994775e-03 5.01313474e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.03596851e-07 5.45338677e-07 -4.19058764e-07) (8.67394802e-09 1.36713648e-08 7.43669793e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
148             	((7.85721664e-06 2.25390966e-01 2.66007119e-05) (2.38637919e-07 2.04237093e-03 2.63610532e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.97965608e-07 5.39303733e-07 -4.22883993e-07) (5.59626790e-09 1.52799775e-08 6.14030740e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
149             	((7.79249207e-06 2.25265734e-01 2.65248231e-05) (1.96673178e-07 2.04473176e-03 2.83426658e-07) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.99708422e-07 5.32221866e-07 -4.19996840e-07) (5.60798862e-09 1.46157389e-08 6.67314234e-09) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
