# y+ ()       
# Time        	patch         	min           	max           	average       
0.0285        	region0_to_wallFilmRegion_wallFilmFaces	5.990379e+00	2.055648e+01	1.116706e+01
0.029         	splitter	2.934103e+01	8.546763e+01	4.228285e+01
0.029         	back	5.296291e+00	9.783975e+00	8.094498e+00
0.029         	region0_to_wallFilmRegion_wallFilmFaces	5.990253e+00	2.060021e+01	1.115116e+01
0.0295        	splitter	3.128192e+01	9.381135e+01	4.547582e+01
0.0295        	back	5.315888e+00	9.862616e+00	8.128828e+00
0.0295        	region0_to_wallFilmRegion_wallFilmFaces	5.989845e+00	2.062890e+01	1.113750e+01
0.03          	splitter	3.438028e+01	1.006062e+02	4.877321e+01
0.03          	back	5.341305e+00	1.006819e+01	8.169296e+00
0.03          	region0_to_wallFilmRegion_wallFilmFaces	5.989619e+00	2.063032e+01	1.112791e+01
0.0305        	splitter	3.744731e+01	9.871598e+01	5.082125e+01
0.0305        	back	5.371673e+00	1.028996e+01	8.216891e+00
0.0305        	region0_to_wallFilmRegion_wallFilmFaces	5.988986e+00	2.063249e+01	1.112704e+01
0.031         	splitter	3.824179e+01	9.593757e+01	5.206688e+01
0.031         	back	5.406741e+00	1.052824e+01	8.272455e+00
0.031         	region0_to_wallFilmRegion_wallFilmFaces	5.988316e+00	2.063043e+01	1.114596e+01
0.0315        	splitter	4.101481e+01	9.531152e+01	5.340408e+01
0.0315        	back	5.446233e+00	1.078491e+01	8.337169e+00
0.0315        	region0_to_wallFilmRegion_wallFilmFaces	5.987934e+00	2.066547e+01	1.120337e+01
0.032         	splitter	4.268394e+01	9.268828e+01	5.406447e+01
0.032         	back	5.488624e+00	1.105988e+01	8.411243e+00
0.032         	region0_to_wallFilmRegion_wallFilmFaces	5.987444e+00	2.071429e+01	1.135033e+01
0.0325        	splitter	4.372838e+01	9.772138e+01	5.562328e+01
0.0325        	back	5.533411e+00	1.134810e+01	8.494990e+00
0.0325        	region0_to_wallFilmRegion_wallFilmFaces	5.987387e+00	2.056603e+01	1.193583e+01
0.033         	splitter	4.427201e+01	1.036206e+02	5.704574e+01
0.033         	back	5.579594e+00	1.151944e+01	8.577728e+00
0.033         	region0_to_wallFilmRegion_wallFilmFaces	5.987459e+00	2.053811e+01	1.282306e+01
0.0335        	splitter	4.555310e+01	9.966036e+01	5.739735e+01
0.0335        	back	5.628072e+00	1.153341e+01	8.644231e+00
0.0335        	region0_to_wallFilmRegion_wallFilmFaces	5.987981e+00	2.248625e+01	1.377817e+01
0.034         	splitter	4.610325e+01	1.004646e+02	5.746840e+01
0.034         	back	5.679410e+00	1.151287e+01	8.712490e+00
0.034         	region0_to_wallFilmRegion_wallFilmFaces	5.988454e+00	2.370492e+01	1.457063e+01
0.0345        	splitter	4.613945e+01	1.053175e+02	5.846814e+01
0.0345        	back	5.734024e+00	1.154728e+01	8.783265e+00
0.0345        	region0_to_wallFilmRegion_wallFilmFaces	5.989071e+00	2.464991e+01	1.503625e+01
0.035         	splitter	4.644599e+01	1.073679e+02	5.963140e+01
0.035         	back	5.791705e+00	1.149943e+01	8.857103e+00
0.035         	region0_to_wallFilmRegion_wallFilmFaces	5.989840e+00	2.677491e+01	1.526233e+01
0.0355        	splitter	4.607801e+01	1.071536e+02	6.040361e+01
0.0355        	back	5.854551e+00	1.152270e+01	8.939820e+00
0.0355        	region0_to_wallFilmRegion_wallFilmFaces	5.990840e+00	2.880952e+01	1.539765e+01
0.036         	splitter	4.601935e+01	1.171090e+02	6.228993e+01
0.036         	back	5.921534e+00	1.152842e+01	9.020281e+00
0.036         	region0_to_wallFilmRegion_wallFilmFaces	5.991428e+00	3.011049e+01	1.540909e+01
0.0365        	splitter	4.783864e+01	1.152285e+02	6.267879e+01
0.0365        	back	5.993485e+00	1.153000e+01	9.115057e+00
0.0365        	region0_to_wallFilmRegion_wallFilmFaces	5.990811e+00	3.074271e+01	1.536496e+01
0.037         	splitter	5.007947e+01	1.158800e+02	6.330096e+01
0.037         	back	6.068609e+00	1.156529e+01	9.215610e+00
0.037         	region0_to_wallFilmRegion_wallFilmFaces	5.990745e+00	3.106943e+01	1.535474e+01
0.0375        	splitter	5.098015e+01	1.147668e+02	6.389854e+01
0.0375        	back	6.146546e+00	1.154740e+01	9.310712e+00
0.0375        	region0_to_wallFilmRegion_wallFilmFaces	5.990232e+00	3.120497e+01	1.538714e+01
0.038         	splitter	5.150648e+01	1.149519e+02	6.455966e+01
0.038         	back	6.225139e+00	1.154271e+01	9.413298e+00
0.038         	region0_to_wallFilmRegion_wallFilmFaces	5.990075e+00	3.103100e+01	1.540404e+01
0.0385        	splitter	4.848373e+01	1.167827e+02	6.500372e+01
0.0385        	back	6.303634e+00	1.153832e+01	9.505331e+00
0.0385        	region0_to_wallFilmRegion_wallFilmFaces	5.989128e+00	3.084928e+01	1.536221e+01
0.039         	splitter	4.913915e+01	1.128993e+02	6.504009e+01
0.039         	back	6.379925e+00	1.156815e+01	9.610692e+00
0.039         	region0_to_wallFilmRegion_wallFilmFaces	5.989456e+00	3.036495e+01	1.519496e+01
0.0395        	splitter	5.013057e+01	1.166902e+02	6.459374e+01
0.0395        	back	6.451383e+00	1.155298e+01	9.696771e+00
0.0395        	region0_to_wallFilmRegion_wallFilmFaces	5.988548e+00	3.001511e+01	1.500185e+01
0.04          	splitter	5.114976e+01	1.219078e+02	6.453231e+01
0.04          	back	6.516933e+00	1.155196e+01	9.782542e+00
0.04          	region0_to_wallFilmRegion_wallFilmFaces	5.987349e+00	2.912111e+01	1.482953e+01
0.0405        	splitter	5.033426e+01	1.139893e+02	6.470638e+01
0.0405        	back	6.576982e+00	1.155035e+01	9.861442e+00
0.0405        	region0_to_wallFilmRegion_wallFilmFaces	5.986277e+00	2.842766e+01	1.474587e+01
0.041         	splitter	4.923117e+01	1.164954e+02	6.393326e+01
0.041         	back	6.631696e+00	1.155228e+01	9.918863e+00
0.041         	region0_to_wallFilmRegion_wallFilmFaces	5.986107e+00	2.758820e+01	1.471440e+01
0.0415        	splitter	4.867215e+01	1.029023e+02	6.251728e+01
0.0415        	back	6.678935e+00	1.155270e+01	9.973192e+00
0.0415        	region0_to_wallFilmRegion_wallFilmFaces	5.984656e+00	2.731535e+01	1.482467e+01
0.042         	splitter	4.677739e+01	9.622941e+01	6.192836e+01
0.042         	back	6.719473e+00	1.152137e+01	1.000279e+01
0.042         	region0_to_wallFilmRegion_wallFilmFaces	5.983885e+00	2.843575e+01	1.506644e+01
0.0425        	splitter	4.717778e+01	1.034829e+02	6.090054e+01
0.0425        	back	6.753191e+00	1.153783e+01	1.002782e+01
0.0425        	region0_to_wallFilmRegion_wallFilmFaces	5.982904e+00	2.773575e+01	1.510863e+01
0.043         	splitter	4.942578e+01	1.055137e+02	6.061669e+01
0.043         	back	6.779653e+00	1.155128e+01	1.004651e+01
0.043         	region0_to_wallFilmRegion_wallFilmFaces	5.982151e+00	2.691996e+01	1.499044e+01
0.0435        	splitter	4.638628e+01	1.003574e+02	6.160001e+01
0.0435        	back	6.798136e+00	1.154785e+01	1.004926e+01
0.0435        	region0_to_wallFilmRegion_wallFilmFaces	5.981261e+00	2.658800e+01	1.482267e+01
0.044         	splitter	4.546016e+01	1.108573e+02	6.358072e+01
0.044         	back	6.803753e+00	1.154928e+01	1.003284e+01
0.044         	region0_to_wallFilmRegion_wallFilmFaces	5.981646e+00	2.648587e+01	1.465903e+01
0.0445        	splitter	4.850751e+01	1.147643e+02	6.511014e+01
0.0445        	back	6.796742e+00	1.152650e+01	9.994493e+00
0.0445        	region0_to_wallFilmRegion_wallFilmFaces	5.980958e+00	2.629316e+01	1.456881e+01
0.045         	splitter	5.104049e+01	1.170214e+02	6.503790e+01
0.045         	back	6.778464e+00	1.152676e+01	9.951121e+00
0.045         	region0_to_wallFilmRegion_wallFilmFaces	5.979645e+00	2.631437e+01	1.470062e+01
0.0455        	splitter	4.845944e+01	1.084526e+02	6.349354e+01
0.0455        	back	6.749152e+00	1.152129e+01	9.898619e+00
0.0455        	region0_to_wallFilmRegion_wallFilmFaces	5.980386e+00	2.630394e+01	1.496608e+01
0.046         	splitter	4.733096e+01	1.097300e+02	6.300947e+01
0.046         	back	6.709837e+00	1.151325e+01	9.829665e+00
0.046         	region0_to_wallFilmRegion_wallFilmFaces	5.980427e+00	2.643979e+01	1.511517e+01
0.0465        	splitter	4.811699e+01	1.031758e+02	6.133321e+01
0.0465        	back	6.663244e+00	1.151781e+01	9.748409e+00
0.0465        	region0_to_wallFilmRegion_wallFilmFaces	5.980132e+00	2.722001e+01	1.515004e+01
0.047         	splitter	5.007744e+01	1.003035e+02	6.019712e+01
0.047         	back	6.611637e+00	1.148234e+01	9.652894e+00
0.047         	region0_to_wallFilmRegion_wallFilmFaces	5.982071e+00	2.861689e+01	1.507134e+01
0.0475        	splitter	4.719854e+01	1.046707e+02	6.051210e+01
0.0475        	back	6.554684e+00	1.136991e+01	9.536220e+00
0.0475        	region0_to_wallFilmRegion_wallFilmFaces	5.981146e+00	2.807230e+01	1.504088e+01
0.048         	splitter	4.441431e+01	1.067303e+02	6.175992e+01
0.048         	back	6.491111e+00	1.121924e+01	9.405567e+00
0.048         	region0_to_wallFilmRegion_wallFilmFaces	5.981764e+00	2.992130e+01	1.549434e+01
0.0485        	splitter	4.371709e+01	1.237113e+02	6.318095e+01
0.0485        	back	6.422369e+00	1.104408e+01	9.264401e+00
0.0485        	region0_to_wallFilmRegion_wallFilmFaces	5.980453e+00	3.093614e+01	1.618457e+01
0.049         	splitter	4.628795e+01	1.217485e+02	6.421365e+01
0.049         	back	6.349391e+00	1.085294e+01	9.118951e+00
0.049         	region0_to_wallFilmRegion_wallFilmFaces	5.981210e+00	3.200018e+01	1.659278e+01
0.0495        	splitter	4.828354e+01	1.109612e+02	6.428231e+01
0.0495        	back	6.275939e+00	1.064862e+01	8.972022e+00
0.0495        	region0_to_wallFilmRegion_wallFilmFaces	5.981907e+00	3.316232e+01	1.668940e+01
0.05          	splitter	4.552022e+01	1.164828e+02	6.562104e+01
0.05          	back	6.187828e+00	1.050315e+01	8.825600e+00
0.05          	region0_to_wallFilmRegion_wallFilmFaces	5.981060e+00	3.451080e+01	1.650259e+01
0.0505        	splitter	4.328779e+01	1.139744e+02	6.614981e+01
0.0505        	back	6.080092e+00	1.038883e+01	8.678617e+00
0.0505        	region0_to_wallFilmRegion_wallFilmFaces	5.908907e+00	3.550576e+01	1.640389e+01
0.051         	splitter	4.432219e+01	1.147991e+02	6.672783e+01
0.051         	back	5.967780e+00	1.023778e+01	8.530058e+00
0.051         	region0_to_wallFilmRegion_wallFilmFaces	5.835519e+00	3.403821e+01	1.639890e+01
0.0515        	splitter	5.024546e+01	1.094967e+02	6.697365e+01
0.0515        	back	5.852065e+00	1.007333e+01	8.382021e+00
0.0515        	region0_to_wallFilmRegion_wallFilmFaces	5.788664e+00	3.290832e+01	1.629538e+01
0.052         	splitter	5.290623e+01	1.207817e+02	6.835060e+01
0.052         	back	5.735733e+00	9.900351e+00	8.236902e+00
0.052         	region0_to_wallFilmRegion_wallFilmFaces	5.718392e+00	3.256660e+01	1.615356e+01
0.0525        	splitter	4.998798e+01	1.222637e+02	6.840808e+01
0.0525        	back	5.623836e+00	9.744886e+00	8.094924e+00
0.0525        	region0_to_wallFilmRegion_wallFilmFaces	5.577620e+00	3.327099e+01	1.604312e+01
0.053         	splitter	4.715057e+01	1.237306e+02	6.763241e+01
0.053         	back	5.518035e+00	9.628273e+00	7.959387e+00
0.053         	region0_to_wallFilmRegion_wallFilmFaces	5.474280e+00	3.410322e+01	1.602104e+01
0.0535        	splitter	4.732239e+01	1.174161e+02	6.716190e+01
0.0535        	back	5.415544e+00	9.548795e+00	7.830346e+00
0.0535        	region0_to_wallFilmRegion_wallFilmFaces	5.412786e+00	3.637079e+01	1.606865e+01
0.054         	splitter	5.065453e+01	1.269165e+02	6.781344e+01
0.054         	back	5.318106e+00	9.506432e+00	7.711563e+00
0.054         	region0_to_wallFilmRegion_wallFilmFaces	5.387183e+00	3.381748e+01	1.605663e+01
0.0545        	splitter	5.089758e+01	1.185950e+02	6.680039e+01
0.0545        	back	5.219093e+00	9.443836e+00	7.599594e+00
0.0545        	region0_to_wallFilmRegion_wallFilmFaces	5.314371e+00	3.155322e+01	1.606404e+01
0.055         	splitter	4.971841e+01	1.186448e+02	6.726486e+01
0.055         	back	5.119991e+00	9.321892e+00	7.491649e+00
0.055         	region0_to_wallFilmRegion_wallFilmFaces	5.316519e+00	3.015016e+01	1.626801e+01
0.0555        	splitter	4.918088e+01	1.259156e+02	6.765472e+01
0.0555        	back	5.023856e+00	9.172770e+00	7.387418e+00
0.0555        	region0_to_wallFilmRegion_wallFilmFaces	5.287985e+00	3.153172e+01	1.636027e+01
0.056         	splitter	5.200976e+01	1.207283e+02	6.756543e+01
0.056         	back	4.938326e+00	9.000285e+00	7.288956e+00
0.056         	region0_to_wallFilmRegion_wallFilmFaces	5.218018e+00	3.228828e+01	1.657115e+01
0.0565        	splitter	5.249202e+01	1.189124e+02	6.753155e+01
0.0565        	back	4.867264e+00	8.862235e+00	7.199877e+00
0.0565        	region0_to_wallFilmRegion_wallFilmFaces	5.150724e+00	3.302827e+01	1.673223e+01
0.057         	splitter	5.041678e+01	1.239272e+02	6.812669e+01
0.057         	back	4.809089e+00	8.864202e+00	7.120891e+00
0.057         	region0_to_wallFilmRegion_wallFilmFaces	5.082166e+00	3.374124e+01	1.683386e+01
0.0575        	splitter	4.910832e+01	1.126895e+02	6.731083e+01
0.0575        	back	4.756029e+00	8.876479e+00	7.049316e+00
0.0575        	region0_to_wallFilmRegion_wallFilmFaces	5.032508e+00	3.445723e+01	1.691276e+01
0.058         	splitter	5.183479e+01	1.229489e+02	6.970059e+01
0.058         	back	4.684767e+00	8.896079e+00	6.987126e+00
0.058         	region0_to_wallFilmRegion_wallFilmFaces	5.003153e+00	3.401779e+01	1.702203e+01
0.0585        	splitter	4.977309e+01	1.258413e+02	6.968247e+01
0.0585        	back	4.620540e+00	8.926167e+00	6.935354e+00
0.0585        	region0_to_wallFilmRegion_wallFilmFaces	4.990737e+00	3.414155e+01	1.708183e+01
