# y+ ()       
# Time        	patch         	min           	max           	average       
0.92          	sides	9.704530e+00	2.842993e+01	2.218482e+01
0.93          	splitter	3.347366e+01	5.746943e+01	3.764268e+01
0.93          	back	1.043165e+01	1.419258e+01	1.180510e+01
0.93          	sides	9.704627e+00	2.854265e+01	2.218796e+01
0.94          	splitter	3.347653e+01	5.745153e+01	3.764276e+01
0.94          	back	1.046030e+01	1.397163e+01	1.180162e+01
0.94          	sides	9.704721e+00	2.854895e+01	2.218901e+01
0.95          	splitter	3.348766e+01	5.746456e+01	3.764374e+01
0.95          	back	1.041999e+01	1.376898e+01	1.178876e+01
0.95          	sides	9.704468e+00	2.847720e+01	2.218636e+01
0.96          	splitter	3.350837e+01	5.747914e+01	3.764458e+01
0.96          	back	1.037618e+01	1.403369e+01	1.178630e+01
0.96          	sides	9.704785e+00	2.835089e+01	2.218358e+01
0.97          	splitter	3.349023e+01	5.748144e+01	3.764397e+01
0.97          	back	1.037439e+01	1.421848e+01	1.179634e+01
0.97          	sides	9.704515e+00	2.840489e+01	2.218431e+01
0.98          	splitter	3.347492e+01	5.747222e+01	3.764283e+01
0.98          	back	1.042107e+01	1.421507e+01	1.181348e+01
0.98          	sides	9.704645e+00	2.853164e+01	2.218742e+01
0.99          	splitter	3.347534e+01	5.745496e+01	3.764265e+01
0.99          	back	1.044911e+01	1.402426e+01	1.182483e+01
0.99          	sides	9.704705e+00	2.855712e+01	2.218913e+01
1             	splitter	3.348455e+01	5.746098e+01	3.764352e+01
1             	back	1.043039e+01	1.371624e+01	1.183806e+01
1             	sides	9.704476e+00	2.849899e+01	2.218700e+01
