# y+ ()       
# Time        	patch         	min           	max           	average       
0.79          	back	1.150437e+01	1.880710e+01	1.447683e+01
0.79          	sides	9.716188e+00	3.091584e+01	2.202734e+01
0.8           	splitter	3.347701e+01	5.762630e+01	3.766319e+01
0.8           	back	1.151025e+01	1.793191e+01	1.442363e+01
0.8           	sides	9.715727e+00	3.026531e+01	2.202547e+01
0.81          	splitter	3.350661e+01	5.764483e+01	3.766619e+01
0.81          	back	1.146151e+01	1.755241e+01	1.439328e+01
0.81          	sides	9.716255e+00	2.993928e+01	2.200751e+01
0.82          	splitter	3.347668e+01	5.763907e+01	3.766502e+01
0.82          	back	1.152440e+01	1.833821e+01	1.442375e+01
0.82          	sides	9.715842e+00	2.968863e+01	2.200052e+01
0.83          	splitter	3.345406e+01	5.761399e+01	3.766150e+01
0.83          	back	1.148083e+01	1.884519e+01	1.447164e+01
0.83          	sides	9.715989e+00	3.099731e+01	2.201199e+01
0.84          	splitter	3.345694e+01	5.759374e+01	3.766056e+01
0.84          	back	1.149303e+01	1.880119e+01	1.447490e+01
0.84          	sides	9.716190e+00	3.091594e+01	2.202745e+01
0.85          	splitter	3.347737e+01	5.762662e+01	3.766324e+01
0.85          	back	1.148925e+01	1.791958e+01	1.441685e+01
0.85          	sides	9.715726e+00	3.026195e+01	2.202531e+01
0.86          	splitter	3.350623e+01	5.764491e+01	3.766620e+01
0.86          	back	1.150108e+01	1.756185e+01	1.439657e+01
0.86          	sides	9.716254e+00	2.993502e+01	2.200732e+01
0.87          	splitter	3.347635e+01	5.763886e+01	3.766499e+01
0.87          	back	1.149475e+01	1.834614e+01	1.442433e+01
0.87          	sides	9.715844e+00	2.969045e+01	2.200056e+01
0.88          	splitter	3.345393e+01	5.761362e+01	3.766146e+01
0.88          	back	1.150989e+01	1.884880e+01	1.447674e+01
0.88          	sides	9.715987e+00	3.100814e+01	2.201219e+01
0.89          	splitter	3.345709e+01	5.759415e+01	3.766057e+01
0.89          	back	1.149667e+01	1.879516e+01	1.447180e+01
0.89          	sides	9.716192e+00	3.091553e+01	2.202756e+01
0.9           	splitter	3.347772e+01	5.762692e+01	3.766328e+01
0.9           	back	1.150602e+01	1.790728e+01	1.441702e+01
0.9           	sides	9.715725e+00	3.025816e+01	2.202514e+01
0.91          	splitter	3.350584e+01	5.764499e+01	3.766622e+01
0.91          	back	1.146828e+01	1.757139e+01	1.439299e+01
0.91          	sides	9.716253e+00	2.993050e+01	2.200713e+01
0.92          	splitter	3.347602e+01	5.763865e+01	3.766495e+01
0.92          	back	1.145230e+01	1.835396e+01	1.441907e+01
0.92          	sides	9.715846e+00	2.969189e+01	2.200061e+01
0.93          	splitter	3.345381e+01	5.761325e+01	3.766143e+01
0.93          	back	1.152447e+01	1.885231e+01	1.447616e+01
0.93          	sides	9.715985e+00	3.101829e+01	2.201239e+01
