# Region type : patch outlet
# Faces  :    121
# Area   :    4.800000e-04
# Time        	average(T)
0.080125      	3.744793e+02
0.08025       	3.745302e+02
0.080375      	3.745808e+02
0.0805        	3.746310e+02
0.080625      	3.746809e+02
0.08075       	3.747304e+02
0.080875      	3.747796e+02
0.081         	3.748285e+02
0.081125      	3.748771e+02
0.08125       	3.749255e+02
0.081375      	3.749736e+02
0.0815        	3.750216e+02
0.081625      	3.750694e+02
0.08175       	3.751170e+02
0.081875      	3.751645e+02
0.082         	3.752119e+02
0.082125      	3.752591e+02
0.08225       	3.753063e+02
0.082375      	3.753533e+02
0.0825        	3.754003e+02
0.082625      	3.754471e+02
0.08275       	3.754939e+02
0.082875      	3.755406e+02
0.083         	3.755872e+02
0.083125      	3.756337e+02
0.08325       	3.756801e+02
0.083375      	3.757264e+02
0.0835        	3.757726e+02
0.083625      	3.758187e+02
0.08375       	3.758647e+02
0.083875      	3.759106e+02
0.084         	3.759565e+02
0.084125      	3.760022e+02
0.08425       	3.760479e+02
0.084375      	3.760935e+02
0.0845        	3.761390e+02
0.084625      	3.761844e+02
0.08475       	3.762297e+02
0.084875      	3.762750e+02
0.085         	3.763201e+02
0.085125      	3.763652e+02
0.08525       	3.764102e+02
0.085375      	3.764551e+02
0.0855        	3.765000e+02
0.085625      	3.765447e+02
0.08575       	3.765894e+02
0.085875      	3.766340e+02
0.086         	3.766784e+02
0.086125      	3.767228e+02
0.08625       	3.767670e+02
0.086375      	3.768111e+02
0.0865        	3.768551e+02
0.086625      	3.768989e+02
0.08675       	3.769426e+02
0.086875      	3.769862e+02
0.087         	3.770297e+02
0.087125      	3.770729e+02
0.08725       	3.771161e+02
0.087375      	3.771591e+02
0.0875        	3.772019e+02
0.087625      	3.772446e+02
0.08775       	3.772871e+02
0.087875      	3.773273e+02
0.088         	3.773695e+02
0.088125      	3.774094e+02
0.08825       	3.774512e+02
0.088375      	3.774908e+02
0.0885        	3.775323e+02
0.088625      	3.775716e+02
0.08875       	3.776107e+02
0.088875      	3.776497e+02
0.089         	3.776885e+02
0.089125      	3.777272e+02
0.08925       	3.777658e+02
0.089375      	3.778042e+02
0.0895        	3.778425e+02
0.089625      	3.778806e+02
0.08975       	3.779187e+02
0.089875      	3.779566e+02
0.09          	3.779944e+02
0.090125      	3.780320e+02
0.09025       	3.780695e+02
0.090375      	3.781069e+02
0.0905        	3.781442e+02
0.090625      	3.781814e+02
0.09075       	3.782184e+02
0.090875      	3.782553e+02
0.091         	3.782921e+02
0.091125      	3.783287e+02
0.09125       	3.783653e+02
0.091375      	3.784017e+02
0.0915        	3.784380e+02
0.091625      	3.784743e+02
0.09175       	3.785104e+02
0.091875      	3.785464e+02
0.092         	3.785824e+02
0.092125      	3.786182e+02
0.09225       	3.786540e+02
0.092375      	3.786898e+02
0.0925        	3.787255e+02
0.092625      	3.787611e+02
0.09275       	3.787967e+02
0.092875      	3.788323e+02
0.093         	3.788678e+02
0.093125      	3.789033e+02
0.09325       	3.789388e+02
0.093375      	3.789743e+02
0.0935        	3.790097e+02
0.093625      	3.790452e+02
0.09375       	3.790806e+02
0.093875      	3.791160e+02
0.094         	3.791514e+02
0.094125      	3.791868e+02
0.09425       	3.792222e+02
0.094375      	3.792576e+02
0.0945        	3.792929e+02
0.094625      	3.793283e+02
0.09475       	3.793636e+02
0.094875      	3.793989e+02
0.095         	3.794343e+02
0.095125      	3.794697e+02
0.09525       	3.795050e+02
0.095375      	3.795404e+02
0.0955        	3.795757e+02
0.095625      	3.796110e+02
0.09575       	3.796463e+02
0.095875      	3.796816e+02
0.096         	3.797168e+02
0.096125      	3.797520e+02
0.09625       	3.797872e+02
0.096375      	3.798224e+02
0.0965        	3.798575e+02
0.096625      	3.798926e+02
0.09675       	3.799276e+02
0.096875      	3.799626e+02
0.097         	3.799976e+02
0.097125      	3.800325e+02
0.09725       	3.800675e+02
0.097375      	3.801023e+02
0.0975        	3.801372e+02
0.097625      	3.801720e+02
0.09775       	3.802067e+02
0.097875      	3.802414e+02
0.098         	3.802761e+02
0.098125      	3.803108e+02
0.09825       	3.803454e+02
0.098375      	3.803800e+02
0.0985        	3.804146e+02
0.098625      	3.804491e+02
0.09875       	3.804836e+02
0.098875      	3.805180e+02
0.099         	3.805524e+02
0.099125      	3.805868e+02
0.09925       	3.806211e+02
0.099375      	3.806553e+02
0.0995        	3.806895e+02
0.099625      	3.807237e+02
0.09975       	3.807579e+02
0.099875      	3.807920e+02
0.1           	3.808260e+02
0.100125      	3.808600e+02
0.10025       	3.808913e+02
0.100375      	3.809252e+02
0.1005        	3.809565e+02
0.100625      	3.809904e+02
0.10075       	3.810215e+02
0.100875      	3.810554e+02
0.101         	3.810865e+02
0.101125      	3.811175e+02
0.10125       	3.811486e+02
0.101375      	3.811797e+02
0.1015        	3.812107e+02
0.101625      	3.812418e+02
0.10175       	3.812728e+02
0.101875      	3.813038e+02
0.102         	3.813348e+02
0.102125      	3.813657e+02
0.10225       	3.813966e+02
0.102375      	3.814275e+02
0.1025        	3.814584e+02
0.102625      	3.814893e+02
0.10275       	3.815201e+02
0.102875      	3.815508e+02
0.103         	3.815816e+02
0.103125      	3.816122e+02
0.10325       	3.816429e+02
0.103375      	3.816734e+02
0.1035        	3.817039e+02
0.103625      	3.817344e+02
0.10375       	3.817648e+02
0.103875      	3.817951e+02
0.104         	3.818253e+02
0.104125      	3.818555e+02
0.10425       	3.818857e+02
0.104375      	3.819157e+02
