Time,"U:0","U:1","U:2","UMean:0","UMean:1","UMean:2","UPrime2Mean:0","UPrime2Mean:1","UPrime2Mean:2","UPrime2Mean:3","UPrime2Mean:4","UPrime2Mean:5","epsilon","k","kMean","kPrime2Mean","nut","p","pMean","pPrime2Mean","yPlus","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
9.40000e-01,-7.52491e-02,1.74898e+01,0.00000e+00,-1.10423e-01,1.73770e+01,0.00000e+00,2.64073e-03,5.41433e-02,0.00000e+00,-6.90059e-03,0.00000e+00,0.00000e+00,1.34956e+01,1.04820e+00,1.04929e+00,2.90973e-03,7.39211e-03,-2.22163e+01,-2.06896e+01,9.33904e+00,0.00000e+00,1,8.88000e-03,-1.11120e-01,1.00000e-01,0.00000e+00
9.40000e-01,-7.84000e-02,1.74966e+01,0.00000e+00,-1.14302e-01,1.73833e+01,0.00000e+00,2.76518e-03,5.41773e-02,0.00000e+00,-7.08354e-03,0.00000e+00,0.00000e+00,1.34377e+01,1.06849e+00,1.06923e+00,3.01300e-03,7.68112e-03,-2.22511e+01,-2.07203e+01,9.36280e+00,0.00000e+00,1,9.12000e-03,-1.10880e-01,1.00000e-01,0.00000e+00
9.40000e-01,-8.14527e-02,1.75021e+01,0.00000e+00,-1.18069e-01,1.73882e+01,0.00000e+00,2.91729e-03,5.42343e-02,0.00000e+00,-7.26650e-03,0.00000e+00,0.00000e+00,1.35247e+01,1.08915e+00,1.08943e+00,3.12237e-03,7.93446e-03,-2.22907e+01,-2.07545e+01,9.38974e+00,0.00000e+00,1,9.36000e-03,-1.10640e-01,1.00000e-01,0.00000e+00
9.40000e-01,-8.45053e-02,1.75076e+01,0.00000e+00,-1.21836e-01,1.73932e+01,0.00000e+00,3.06941e-03,5.42913e-02,0.00000e+00,-7.44947e-03,0.00000e+00,0.00000e+00,1.36116e+01,1.10981e+00,1.10962e+00,3.23175e-03,8.18780e-03,-2.23302e+01,-2.07886e+01,9.41669e+00,0.00000e+00,1,9.60000e-03,-1.10400e-01,1.00000e-01,0.00000e+00
9.40000e-01,-8.75579e-02,1.75131e+01,0.00000e+00,-1.25602e-01,1.73981e+01,0.00000e+00,3.22152e-03,5.43484e-02,0.00000e+00,-7.63244e-03,0.00000e+00,0.00000e+00,1.36985e+01,1.13047e+00,1.12982e+00,3.34112e-03,8.44114e-03,-2.23698e+01,-2.08227e+01,9.44364e+00,0.00000e+00,1,9.84000e-03,-1.10160e-01,1.00000e-01,0.00000e+00
9.40000e-01,-9.06107e-02,1.75187e+01,0.00000e+00,-1.29369e-01,1.74031e+01,0.00000e+00,3.37364e-03,5.44054e-02,0.00000e+00,-7.81541e-03,0.00000e+00,0.00000e+00,1.37854e+01,1.15113e+00,1.15002e+00,3.45050e-03,8.69449e-03,-2.24094e+01,-2.08569e+01,9.47059e+00,0.00000e+00,1,1.00800e-02,-1.09920e-01,1.00000e-01,0.00000e+00
9.40000e-01,-9.36633e-02,1.75242e+01,0.00000e+00,-1.33136e-01,1.74080e+01,0.00000e+00,3.52575e-03,5.44625e-02,0.00000e+00,-7.99838e-03,0.00000e+00,0.00000e+00,1.38724e+01,1.17179e+00,1.17022e+00,3.55987e-03,8.94783e-03,-2.24490e+01,-2.08910e+01,9.49754e+00,0.00000e+00,1,1.03200e-02,-1.09680e-01,1.00000e-01,0.00000e+00
9.40000e-01,-9.67159e-02,1.75297e+01,0.00000e+00,-1.36903e-01,1.74130e+01,0.00000e+00,3.67786e-03,5.45195e-02,0.00000e+00,-8.18135e-03,0.00000e+00,0.00000e+00,1.39593e+01,1.19245e+00,1.19041e+00,3.66925e-03,9.20117e-03,-2.24885e+01,-2.09251e+01,9.52449e+00,0.00000e+00,1,1.05600e-02,-1.09440e-01,1.00000e-01,0.00000e+00
9.40000e-01,-9.97686e-02,1.75352e+01,0.00000e+00,-1.40669e-01,1.74179e+01,0.00000e+00,3.82997e-03,5.45766e-02,0.00000e+00,-8.36431e-03,0.00000e+00,0.00000e+00,1.40462e+01,1.21311e+00,1.21061e+00,3.77862e-03,9.45451e-03,-2.25281e+01,-2.09593e+01,9.55144e+00,0.00000e+00,1,1.08000e-02,-1.09200e-01,1.00000e-01,0.00000e+00
9.40000e-01,-1.02821e-01,1.75407e+01,0.00000e+00,-1.44436e-01,1.74228e+01,0.00000e+00,3.98209e-03,5.46336e-02,0.00000e+00,-8.54729e-03,0.00000e+00,0.00000e+00,1.41332e+01,1.23377e+00,1.23081e+00,3.88800e-03,9.70786e-03,-2.25677e+01,-2.09934e+01,9.57839e+00,0.00000e+00,1,1.10400e-02,-1.08960e-01,1.00000e-01,0.00000e+00
9.40000e-01,-1.05800e-01,1.75458e+01,0.00000e+00,-1.48117e-01,1.74273e+01,0.00000e+00,4.15552e-03,5.47033e-02,0.00000e+00,-8.72977e-03,0.00000e+00,0.00000e+00,1.42859e+01,1.25503e+00,1.25151e+00,4.00106e-03,9.93300e-03,-2.26108e+01,-2.10300e+01,9.60799e+00,0.00000e+00,1,1.12800e-02,-1.08720e-01,1.00000e-01,0.00000e+00
9.40000e-01,-1.08734e-01,1.75505e+01,0.00000e+00,-1.51746e-01,1.74314e+01,0.00000e+00,4.34195e-03,5.47806e-02,0.00000e+00,-8.91195e-03,0.00000e+00,0.00000e+00,1.44789e+01,1.27665e+00,1.27252e+00,4.11637e-03,1.01409e-02,-2.26560e+01,-2.10681e+01,9.63921e+00,0.00000e+00,1,1.15200e-02,-1.08480e-01,1.00000e-01,0.00000e+00
9.40000e-01,-1.11668e-01,1.75553e+01,0.00000e+00,-1.55374e-01,1.74354e+01,0.00000e+00,4.52839e-03,5.48579e-02,0.00000e+00,-9.09414e-03,0.00000e+00,0.00000e+00,1.46718e+01,1.29827e+00,1.29353e+00,4.23168e-03,1.03488e-02,-2.27012e+01,-2.11062e+01,9.67043e+00,0.00000e+00,1,1.17600e-02,-1.08240e-01,1.00000e-01,0.00000e+00
9.40000e-01,-1.14601e-01,1.75601e+01,0.00000e+00,-1.59003e-01,1.74395e+01,0.00000e+00,4.71483e-03,5.49352e-02,0.00000e+00,-9.27633e-03,0.00000e+00,0.00000e+00,1.48648e+01,1.31989e+00,1.31454e+00,4.34699e-03,1.05568e-02,-2.27464e+01,-2.11443e+01,9.70166e+00,0.00000e+00,1,1.20000e-02,-1.08000e-01,1.00000e-01,0.00000e+00
