# Residuals     
# Time          	p               	Ux              	Uy              	Uz              	k               	epsilon         
488             	2.14639049e-02	1.25751899e-03	5.34844550e-04	1.13827277e-03	5.35543633e-04	6.05216973e-04
489             	2.18426875e-02	1.25146896e-03	5.33426167e-04	1.13333631e-03	5.32842891e-04	5.99215125e-04
490             	2.17645369e-02	1.24400357e-03	5.31569898e-04	1.12431059e-03	5.27785657e-04	5.80578326e-04
491             	2.12033844e-02	1.23758167e-03	5.30965450e-04	1.11678865e-03	5.22672667e-04	5.67295016e-04
492             	2.05468409e-02	1.23475235e-03	5.29622101e-04	1.11130179e-03	5.19136839e-04	5.43888987e-04
493             	1.99253515e-02	1.23149059e-03	5.28882525e-04	1.10564486e-03	5.14922159e-04	5.35136896e-04
494             	1.89403513e-02	1.22551438e-03	5.28089551e-04	1.10033231e-03	5.13844408e-04	5.43049475e-04
495             	1.80828515e-02	1.21637269e-03	5.26677136e-04	1.08968410e-03	5.11938989e-04	5.50745792e-04
496             	1.75932134e-02	1.21239558e-03	5.28217047e-04	1.08716825e-03	5.13412494e-04	5.56037470e-04
497             	1.78387488e-02	1.20347867e-03	5.24783929e-04	1.07565256e-03	5.10634200e-04	5.68792860e-04
498             	1.79852393e-02	1.20084555e-03	5.22966786e-04	1.07198149e-03	5.12505468e-04	5.84396706e-04
499             	1.83663760e-02	1.20656150e-03	5.21921318e-04	1.07248477e-03	5.12732773e-04	5.98040778e-04
500             	1.91914071e-02	1.21499917e-03	5.21065252e-04	1.07664328e-03	5.12443538e-04	5.79976916e-04
501             	1.96024772e-02	1.22413096e-03	5.20625099e-04	1.08141204e-03	5.15964255e-04	5.62429388e-04
502             	1.98663841e-02	1.23551830e-03	5.22417214e-04	1.08638165e-03	5.18108532e-04	5.64110694e-04
503             	1.99455950e-02	1.22999751e-03	5.22113727e-04	1.08949241e-03	5.22688987e-04	5.52761522e-04
504             	2.00036174e-02	1.22564537e-03	5.18584111e-04	1.08417931e-03	5.27281453e-04	5.66043381e-04
505             	2.01194859e-02	1.22108869e-03	5.17095345e-04	1.07601866e-03	5.29725143e-04	5.92244877e-04
506             	2.03526805e-02	1.21264533e-03	5.15306054e-04	1.06925342e-03	5.27385926e-04	6.12154046e-04
507             	2.09195073e-02	1.20721891e-03	5.14094452e-04	1.06437367e-03	5.25511773e-04	6.07669008e-04
508             	2.17238600e-02	1.20123718e-03	5.12266492e-04	1.05310606e-03	5.19817117e-04	5.95014604e-04
509             	2.18605514e-02	1.19997564e-03	5.11762542e-04	1.05452448e-03	5.18809374e-04	5.89489032e-04
510             	2.14908314e-02	1.19732733e-03	5.10102774e-04	1.04829960e-03	5.14321108e-04	5.63921216e-04
511             	2.10232964e-02	1.19093124e-03	5.08798869e-04	1.04134065e-03	5.14619795e-04	5.52264198e-04
512             	2.03846061e-02	1.18627433e-03	5.07861046e-04	1.03341078e-03	5.10227224e-04	5.56549154e-04
513             	1.97487568e-02	1.17575109e-03	5.05410699e-04	1.02301036e-03	5.07114080e-04	5.52704076e-04
514             	1.91532977e-02	1.17450937e-03	5.04202429e-04	1.01896394e-03	5.07023450e-04	5.68198866e-04
515             	1.87355932e-02	1.16980469e-03	5.02681965e-04	1.01449166e-03	5.02169798e-04	5.64080428e-04
516             	1.84296047e-02	1.16352030e-03	5.00610944e-04	1.00835526e-03	5.01237727e-04	5.54795108e-04
517             	1.77797960e-02	1.16192886e-03	4.99757874e-04	1.00695002e-03	5.02123661e-04	5.70445946e-04
518             	1.78433942e-02	1.16086973e-03	4.98209383e-04	1.00502467e-03	5.00272101e-04	5.72266958e-04
519             	1.82739146e-02	1.15622051e-03	4.97485322e-04	1.00503116e-03	4.99517460e-04	5.68445699e-04
520             	1.90258667e-02	1.15580437e-03	4.93869431e-04	9.99821917e-04	4.99994922e-04	5.68505781e-04
521             	1.91091075e-02	1.16546649e-03	4.92892697e-04	1.00649428e-03	4.97861613e-04	5.68214286e-04
522             	1.98468653e-02	1.16913994e-03	4.91298023e-04	1.00924635e-03	4.98097977e-04	5.47561385e-04
523             	2.00966487e-02	1.17451056e-03	4.91070117e-04	1.01205589e-03	5.02407903e-04	5.34013594e-04
524             	1.97329547e-02	1.17883133e-03	4.89826544e-04	1.01650972e-03	5.07116108e-04	5.53927760e-04
525             	1.97720270e-02	1.17941105e-03	4.88699848e-04	1.01481028e-03	5.11295524e-04	5.73805074e-04
526             	2.00522043e-02	1.17376934e-03	4.87212528e-04	1.01098294e-03	5.16154144e-04	5.88554298e-04
527             	2.04670678e-02	1.17164390e-03	4.87235451e-04	1.01129453e-03	5.17422371e-04	6.17527869e-04
528             	2.11806874e-02	1.16183623e-03	4.84236571e-04	1.00255119e-03	5.11020415e-04	6.08055329e-04
529             	2.16037374e-02	1.15545549e-03	4.82532733e-04	9.97060818e-04	5.08515947e-04	5.99238860e-04
530             	2.18732714e-02	1.15537072e-03	4.80178360e-04	9.98637285e-04	5.04609809e-04	5.78228630e-04
531             	2.16848715e-02	1.14794939e-03	4.78360345e-04	9.92533954e-04	4.99923068e-04	5.57928129e-04
532             	2.07341786e-02	1.14184431e-03	4.77232747e-04	9.86899669e-04	4.98740681e-04	5.48224844e-04
533             	1.95787337e-02	1.13697304e-03	4.75941118e-04	9.83821301e-04	4.94143657e-04	5.43155325e-04
534             	1.88700107e-02	1.12956083e-03	4.74746219e-04	9.76992447e-04	4.89688477e-04	5.30367396e-04
535             	1.82820167e-02	1.11710255e-03	4.72555966e-04	9.67115111e-04	4.88900946e-04	5.41267985e-04
536             	1.76249515e-02	1.10937549e-03	4.70489403e-04	9.60283528e-04	4.84814012e-04	5.53047731e-04
537             	1.76826828e-02	1.10403444e-03	4.72149931e-04	9.58077113e-04	4.83094499e-04	5.55887344e-04
538             	1.81880961e-02	1.09892750e-03	4.66901845e-04	9.49413789e-04	4.82048804e-04	5.56895585e-04
539             	1.82277326e-02	1.10125489e-03	4.64203399e-04	9.50416302e-04	4.80200217e-04	5.67794166e-04
540             	1.88009513e-02	1.10835084e-03	4.62158997e-04	9.55470362e-04	4.80459834e-04	5.55113775e-04
541             	1.91043376e-02	1.11950970e-03	4.61534398e-04	9.62545149e-04	4.86984658e-04	5.38112579e-04
542             	1.94106039e-02	1.12208981e-03	4.60869442e-04	9.67782395e-04	4.90385656e-04	5.51813323e-04
543             	1.93526025e-02	1.11956475e-03	4.58353542e-04	9.64515267e-04	4.95089096e-04	5.51863557e-04
544             	1.94706146e-02	1.12009349e-03	4.56055462e-04	9.66462360e-04	5.01405250e-04	5.75332448e-04
545             	2.00543154e-02	1.11695770e-03	4.55544080e-04	9.61215293e-04	5.02183731e-04	5.94585887e-04
546             	2.05821371e-02	1.10765958e-03	4.53132641e-04	9.56062089e-04	5.01772086e-04	6.04726819e-04
547             	2.06013873e-02	1.10666571e-03	4.52053444e-04	9.56430422e-04	5.01440405e-04	6.09633427e-04
548             	2.10193301e-02	1.09818238e-03	4.49568882e-04	9.48359715e-04	4.94851039e-04	5.88799591e-04
549             	2.13006457e-02	1.08838678e-03	4.47206390e-04	9.37748625e-04	4.90124626e-04	5.56797369e-04
550             	2.08508228e-02	1.07679659e-03	4.44369405e-04	9.28464331e-04	4.88130979e-04	5.38781327e-04
551             	2.02224489e-02	1.06834405e-03	4.41930229e-04	9.19060711e-04	4.82968322e-04	5.46751546e-04
552             	1.98283645e-02	1.05546952e-03	4.40060563e-04	9.08167389e-04	4.76988491e-04	5.33908914e-04
553             	1.93514663e-02	1.04789953e-03	4.38117767e-04	8.97876223e-04	4.73283711e-04	5.29905635e-04
554             	1.86309629e-02	1.04237573e-03	4.36091181e-04	8.92851207e-04	4.70134430e-04	5.39370873e-04
555             	1.80137165e-02	1.04163347e-03	4.34568851e-04	8.89308660e-04	4.67225318e-04	5.34502006e-04
556             	1.77059080e-02	1.03758228e-03	4.32809180e-04	8.85137833e-04	4.71057278e-04	5.25120195e-04
557             	1.74533948e-02	1.03199170e-03	4.31325282e-04	8.80136376e-04	4.72313617e-04	5.46557358e-04
558             	1.72118516e-02	1.02573197e-03	4.28515409e-04	8.73517153e-04	4.74640590e-04	5.69515436e-04
559             	1.76175104e-02	1.02379299e-03	4.26601516e-04	8.71643074e-04	4.74524582e-04	5.85164565e-04
560             	1.89302242e-02	1.02620494e-03	4.23410997e-04	8.72138948e-04	4.73191478e-04	5.71486446e-04
561             	1.94836972e-02	1.03269922e-03	4.21162562e-04	8.77300805e-04	4.73818915e-04	5.66054795e-04
562             	1.97101685e-02	1.03682526e-03	4.19387529e-04	8.80013196e-04	4.73829160e-04	5.53614068e-04
563             	1.95641528e-02	1.03742301e-03	4.18451575e-04	8.80274240e-04	4.77489440e-04	5.32755181e-04
564             	1.93817204e-02	1.03820210e-03	4.16446562e-04	8.80244366e-04	4.81442041e-04	5.35201949e-04
565             	1.94197226e-02	1.03223607e-03	4.19495719e-04	8.80580899e-04	4.85585195e-04	5.56996267e-04
566             	1.92919324e-02	1.01809319e-03	4.12229834e-04	8.61310532e-04	4.83457260e-04	5.83041879e-04
567             	1.97622536e-02	1.01127590e-03	4.09806290e-04	8.54101518e-04	4.79275692e-04	5.88849437e-04
568             	2.08059541e-02	1.00193421e-03	4.07261266e-04	8.44102644e-04	4.72566754e-04	5.74411909e-04
569             	2.11370074e-02	9.96743295e-04	4.04996989e-04	8.35535835e-04	4.68765196e-04	5.67626910e-04
570             	2.08185309e-02	9.97158840e-04	4.03035199e-04	8.35279130e-04	4.64742528e-04	5.37271049e-04
571             	2.04685664e-02	9.99642160e-04	4.02448375e-04	8.35061617e-04	4.67137821e-04	5.23506970e-04
572             	2.00765381e-02	9.92780044e-04	4.00984375e-04	8.28893197e-04	4.65567788e-04	5.23799389e-04
573             	1.88051599e-02	9.88085767e-04	4.01655487e-04	8.24429065e-04	4.67842618e-04	5.34227365e-04
574             	1.81125143e-02	9.77045827e-04	3.97217185e-04	8.13534429e-04	4.65567962e-04	5.60650481e-04
575             	1.81368901e-02	9.66823823e-04	3.93949620e-04	8.04401549e-04	4.61130917e-04	5.54755887e-04
576             	1.82707927e-02	9.60175550e-04	3.91033687e-04	7.97161224e-04	4.59661408e-04	5.57095414e-04
577             	1.81453993e-02	9.58403173e-04	3.88205692e-04	7.94857368e-04	4.56936990e-04	5.64290320e-04
578             	1.79679643e-02	9.57681485e-04	3.86933180e-04	7.91988263e-04	4.54076137e-04	5.55099356e-04
579             	1.80908142e-02	9.57645837e-04	3.84342065e-04	7.90824002e-04	4.53959425e-04	5.41773837e-04
580             	1.84939202e-02	9.70459382e-04	3.86221482e-04	7.91301972e-04	4.54561106e-04	5.31878943e-04
581             	1.82540562e-02	9.68249523e-04	3.81971582e-04	7.94974586e-04	4.54616545e-04	5.28840792e-04
582             	1.86064801e-02	9.66928278e-04	3.79374206e-04	7.92680318e-04	4.53208368e-04	5.21573833e-04
583             	1.90011004e-02	9.66382702e-04	3.77750317e-04	7.89764815e-04	4.55304852e-04	5.14147963e-04
584             	1.90898473e-02	9.67516656e-04	3.75347750e-04	7.90965585e-04	4.59889438e-04	5.42682206e-04
585             	1.92904922e-02	9.66245596e-04	3.73541516e-04	7.85204935e-04	4.60512468e-04	5.62313253e-04
586             	1.96447643e-02	9.68774126e-04	3.72258138e-04	7.84173662e-04	4.64207552e-04	5.68680450e-04
587             	2.03207006e-02	9.69052580e-04	3.70794478e-04	7.86207059e-04	4.64953055e-04	5.76049883e-04
588             	2.06399939e-02	9.68653598e-04	3.69789659e-04	7.84812515e-04	4.64527199e-04	5.69804189e-04
589             	2.06310566e-02	9.61825908e-04	3.67336663e-04	7.75891740e-04	4.63197992e-04	5.80122910e-04
590             	2.06562166e-02	9.56868345e-04	3.66215790e-04	7.72235831e-04	4.59769321e-04	5.54906048e-04
591             	2.08583256e-02	9.49363463e-04	3.63437810e-04	7.67547598e-04	4.56585807e-04	5.43348693e-04
592             	2.03996013e-02	9.45112766e-04	3.61541236e-04	7.61392120e-04	4.52043532e-04	5.44084561e-04
593             	1.96011419e-02	9.39589793e-04	3.59545307e-04	7.54230842e-04	4.46879020e-04	5.30518849e-04
594             	1.87024650e-02	9.33661485e-04	3.57149653e-04	7.48359075e-04	4.44037138e-04	5.21438091e-04
595             	1.79800825e-02	9.29004151e-04	3.57127571e-04	7.38581229e-04	4.41432683e-04	5.15529010e-04
596             	1.73394342e-02	9.20529672e-04	3.53426389e-04	7.30074075e-04	4.38065606e-04	5.18159243e-04
597             	1.69769799e-02	9.16105786e-04	3.54701738e-04	7.28462537e-04	4.36714378e-04	5.23594441e-04
598             	1.76860942e-02	9.09014048e-04	3.50309857e-04	7.18478029e-04	4.33121459e-04	5.28828328e-04
599             	1.77919736e-02	9.11449347e-04	3.48858225e-04	7.17464420e-04	4.31255944e-04	5.40174469e-04
600             	1.85621060e-02	9.17140485e-04	3.46271505e-04	7.20618122e-04	4.30088741e-04	5.35965641e-04
601             	1.87408504e-02	9.36029475e-04	3.51540699e-04	7.38643697e-04	4.35530531e-04	5.17991697e-04
602             	1.92699654e-02	9.41769887e-04	3.44954595e-04	7.38706992e-04	4.37756120e-04	5.07629199e-04
603             	1.90740050e-02	9.47026160e-04	3.44439906e-04	7.44453350e-04	4.46180923e-04	5.09116703e-04
604             	1.87191938e-02	9.45022239e-04	3.41894555e-04	7.41624305e-04	4.54637212e-04	5.48410011e-04
605             	1.89711114e-02	9.42681974e-04	3.40739943e-04	7.36579219e-04	4.57961059e-04	5.80586052e-04
606             	1.97831787e-02	9.30168507e-04	3.38926114e-04	7.28967547e-04	4.55739465e-04	5.94107393e-04
607             	2.07274512e-02	9.31314336e-04	3.38362466e-04	7.30482708e-04	4.54144049e-04	6.04983860e-04
608             	2.12559215e-02	9.32230469e-04	3.36898248e-04	7.30468718e-04	4.47783185e-04	5.79458506e-04
609             	2.15182291e-02	9.27465081e-04	3.34821663e-04	7.24681709e-04	4.41732040e-04	5.47291169e-04
610             	2.09611454e-02	9.18468804e-04	3.32567048e-04	7.14529576e-04	4.38276136e-04	5.06074148e-04
611             	1.97722014e-02	9.13744117e-04	3.30715789e-04	7.08567300e-04	4.34594537e-04	4.92627428e-04
612             	1.89905738e-02	9.08323241e-04	3.30031379e-04	6.99960571e-04	4.33566184e-04	5.00013897e-04
613             	1.86242152e-02	8.95455394e-04	3.27749811e-04	6.87340373e-04	4.26238235e-04	5.03423592e-04
614             	1.80437339e-02	8.90716197e-04	3.27952483e-04	6.83739553e-04	4.23170267e-04	5.15894711e-04
615             	1.78726866e-02	8.85023863e-04	3.25061044e-04	6.76137218e-04	4.18748289e-04	5.20936242e-04
616             	1.74238302e-02	8.86637288e-04	3.24001955e-04	6.74585567e-04	4.19107584e-04	5.15246939e-04
617             	1.73836299e-02	8.88866598e-04	3.22722487e-04	6.76146576e-04	4.20196845e-04	5.15023250e-04
618             	1.76900343e-02	8.93513081e-04	3.22283448e-04	6.76566681e-04	4.23115347e-04	5.15845913e-04
619             	1.76197618e-02	8.97184456e-04	3.22837523e-04	6.81237462e-04	4.27989696e-04	5.43466901e-04
620             	1.81082886e-02	8.98307091e-04	3.19109540e-04	6.78635637e-04	4.29509704e-04	5.53343858e-04
621             	1.86340106e-02	9.02287488e-04	3.18526580e-04	6.86249065e-04	4.29196927e-04	5.47562276e-04
622             	1.94077771e-02	9.08776896e-04	3.17105246e-04	6.92996303e-04	4.29002846e-04	5.35339312e-04
623             	1.96401890e-02	9.11119676e-04	3.16954302e-04	6.95422273e-04	4.31740510e-04	5.24190480e-04
624             	1.94799474e-02	9.11321576e-04	3.15419198e-04	6.96479877e-04	4.36340543e-04	5.27870158e-04
625             	1.91168579e-02	9.07179375e-04	3.14236005e-04	6.89269222e-04	4.38258181e-04	5.39067242e-04
626             	1.90389530e-02	8.99551201e-04	3.12593806e-04	6.79294910e-04	4.35671968e-04	5.47304296e-04
627             	1.93715635e-02	8.96610578e-04	3.12096611e-04	6.75186092e-04	4.35116777e-04	5.55481264e-04
628             	1.99648102e-02	8.91615146e-04	3.10771973e-04	6.71835954e-04	4.28477333e-04	5.50191603e-04
629             	2.05075738e-02	8.86011105e-04	3.08982474e-04	6.64087629e-04	4.21426993e-04	5.38255886e-04
630             	2.04454127e-02	8.80732524e-04	3.07768624e-04	6.60216409e-04	4.16574193e-04	5.08520694e-04
631             	1.98607189e-02	8.83093824e-04	3.06706917e-04	6.60628018e-04	4.16703895e-04	4.93632478e-04
632             	1.92120449e-02	8.82662368e-04	3.06552527e-04	6.57626645e-04	4.15853174e-04	4.96817967e-04
633             	1.85761051e-02	8.79256073e-04	3.05446891e-04	6.54295047e-04	4.16103396e-04	4.92489964e-04
634             	1.78727543e-02	8.78361790e-04	3.07451739e-04	6.55508951e-04	4.18402614e-04	5.18688929e-04
635             	1.75517588e-02	8.73176458e-04	3.06183937e-04	6.51451227e-04	4.18467431e-04	5.36268244e-04
636             	1.73088244e-02	8.65755538e-04	3.02571440e-04	6.42838528e-04	4.16161026e-04	5.48143744e-04
637             	1.78087051e-02	8.73274830e-04	3.13765207e-04	6.61505208e-04	4.19778549e-04	5.51220858e-04
638             	1.84779964e-02	8.67203188e-04	3.00584852e-04	6.46726350e-04	4.10854658e-04	5.33023842e-04
639             	1.84481939e-02	8.68169131e-04	2.98680564e-04	6.45044547e-04	4.11231407e-04	5.29867839e-04
640             	1.84296876e-02	8.69711933e-04	2.97706562e-04	6.45159032e-04	4.10360951e-04	5.21572646e-04
641             	1.82071561e-02	8.77253495e-04	2.98081026e-04	6.50308471e-04	4.09762607e-04	5.01582959e-04
642             	1.85638520e-02	8.83547981e-04	2.97285310e-04	6.51506702e-04	4.10346082e-04	4.89134328e-04
643             	1.86097282e-02	8.77857149e-04	2.96787120e-04	6.48535974e-04	4.11087852e-04	4.87569140e-04
644             	1.84989897e-02	8.78593094e-04	2.95710518e-04	6.49557343e-04	4.14886918e-04	5.10302151e-04
645             	1.87771363e-02	8.77532461e-04	2.94931616e-04	6.45843589e-04	4.14431418e-04	5.25646368e-04
646             	1.92918060e-02	8.71516365e-04	2.93885077e-04	6.40511564e-04	4.15796420e-04	5.36811678e-04
647             	1.96329996e-02	8.73727244e-04	2.93711676e-04	6.44905125e-04	4.16943100e-04	5.55940283e-04
648             	1.99536749e-02	8.77912193e-04	2.93251349e-04	6.45311331e-04	4.15103734e-04	5.41685331e-04
649             	2.06177677e-02	8.78677157e-04	2.92376545e-04	6.46264922e-04	4.14798246e-04	5.36234094e-04
650             	2.05849462e-02	8.74638663e-04	2.91900386e-04	6.42331838e-04	4.13767071e-04	5.21216937e-04
651             	2.00245825e-02	8.73018409e-04	2.92123271e-04	6.42338007e-04	4.14874425e-04	5.20382950e-04
652             	1.94679534e-02	8.66521381e-04	2.91010291e-04	6.40231111e-04	4.13000758e-04	5.26783731e-04
653             	1.92740063e-02	8.58679975e-04	2.90072547e-04	6.35297654e-04	4.07154556e-04	5.19242297e-04
654             	1.88707061e-02	8.53399388e-04	2.88446668e-04	6.29735905e-04	4.04642669e-04	5.14182930e-04
655             	1.80495418e-02	8.49381715e-04	2.87586582e-04	6.23093682e-04	4.02763565e-04	5.23977522e-04
656             	1.74042437e-02	8.44845174e-04	2.86659311e-04	6.18000340e-04	3.98042302e-04	5.17864725e-04
657             	1.73702059e-02	8.41302209e-04	2.86816434e-04	6.11966928e-04	3.94464283e-04	4.94947180e-04
658             	1.77449626e-02	8.37337488e-04	2.85474538e-04	6.07894117e-04	3.93362880e-04	4.97084209e-04
659             	1.76870336e-02	8.42170963e-04	2.87033384e-04	6.10280079e-04	3.91374850e-04	5.15736948e-04
660             	1.82006161e-02	8.38573446e-04	2.84713810e-04	6.10591290e-04	3.88691254e-04	5.02704496e-04
661             	1.84674055e-02	8.52204625e-04	2.85691060e-04	6.21762294e-04	3.92913381e-04	4.91904382e-04
662             	1.87589635e-02	8.62282430e-04	2.84894915e-04	6.28515225e-04	3.93115556e-04	4.93664505e-04
663             	1.86436992e-02	8.64765202e-04	2.86271078e-04	6.34245352e-04	3.99509686e-04	4.91191209e-04
664             	1.87109749e-02	8.69041759e-04	2.84424449e-04	6.36312779e-04	4.07145498e-04	5.10337858e-04
665             	1.89268373e-02	8.72325987e-04	2.84609849e-04	6.35307298e-04	4.11804557e-04	5.40086193e-04
666             	1.93860667e-02	8.61587790e-04	2.83022097e-04	6.30000797e-04	4.13528343e-04	5.69572975e-04
667             	1.96878902e-02	8.58657299e-04	2.83379802e-04	6.32608671e-04	4.13619221e-04	5.84277933e-04
668             	2.03550881e-02	8.58328236e-04	2.83383905e-04	6.35312486e-04	4.07999001e-04	5.65282034e-04
669             	2.12655786e-02	8.55381820e-04	2.82875965e-04	6.34226408e-04	4.02885618e-04	5.37230199e-04
670             	2.10415424e-02	8.48711058e-04	2.81964521e-04	6.25841033e-04	4.01096323e-04	5.11549651e-04
671             	1.98309320e-02	8.46827744e-04	2.81362725e-04	6.23268535e-04	3.96787422e-04	5.00335380e-04
672             	1.91146027e-02	8.40049470e-04	2.80643291e-04	6.13502182e-04	3.91192569e-04	4.78097116e-04
673             	1.85661965e-02	8.32731607e-04	2.80393090e-04	6.03587743e-04	3.88203076e-04	4.74085485e-04
674             	1.77677224e-02	8.27578245e-04	2.79786222e-04	5.98885573e-04	3.83684945e-04	4.95650871e-04
675             	1.72611392e-02	8.23833656e-04	2.80207848e-04	5.95851259e-04	3.78441140e-04	4.96637148e-04
676             	1.73850960e-02	8.19783750e-04	2.79335128e-04	5.92584531e-04	3.78359244e-04	4.82399078e-04
677             	1.71446426e-02	8.21094044e-04	2.79661588e-04	5.94457621e-04	3.77837619e-04	4.89433042e-04
678             	1.72043715e-02	8.21728692e-04	2.78525516e-04	5.94832426e-04	3.78937838e-04	4.96130294e-04
679             	1.71950111e-02	8.25509017e-04	2.79210923e-04	5.96465711e-04	3.81860263e-04	5.13777621e-04
680             	1.81636529e-02	8.33109921e-04	2.78948240e-04	6.04470977e-04	3.85871896e-04	5.15943137e-04
681             	1.85319564e-02	8.43193263e-04	2.78949277e-04	6.11833015e-04	3.87942985e-04	5.25213124e-04
682             	1.89460000e-02	8.48358230e-04	2.78855128e-04	6.19554768e-04	3.90345058e-04	5.20799282e-04
683             	1.90550727e-02	8.49896832e-04	2.78962865e-04	6.24769418e-04	3.93326675e-04	5.12033050e-04
684             	1.92305886e-02	8.53914673e-04	2.79055756e-04	6.30319877e-04	3.97467454e-04	5.12716257e-04
685             	1.93592021e-02	8.47294587e-04	2.78070465e-04	6.23563693e-04	3.98830421e-04	5.23575998e-04
686             	1.88880713e-02	8.40158294e-04	2.77839719e-04	6.16320489e-04	3.99271534e-04	5.47376983e-04
687             	1.92436674e-02	8.34104945e-04	2.76932294e-04	6.11915881e-04	3.94643522e-04	5.49711136e-04
688             	1.99816811e-02	8.29308043e-04	2.76523879e-04	6.05737059e-04	3.87970858e-04	5.25699829e-04
689             	2.04519876e-02	8.25514443e-04	2.75537951e-04	6.01822115e-04	3.83291414e-04	5.18374649e-04
690             	2.02057936e-02	8.23135098e-04	2.75060971e-04	5.98811438e-04	3.76275359e-04	4.88151848e-04
691             	1.97377222e-02	8.20552861e-04	2.74549584e-04	5.98491601e-04	3.75991724e-04	4.64276386e-04
692             	1.90421811e-02	8.16377157e-04	2.74501519e-04	5.93469457e-04	3.74156133e-04	4.61808044e-04
693             	1.80531643e-02	8.14190144e-04	2.74761587e-04	5.90937912e-04	3.74236201e-04	4.73026027e-04
694             	1.73879676e-02	8.13134453e-04	2.74840369e-04	5.86853036e-04	3.73714283e-04	4.99701649e-04
695             	1.74704462e-02	8.20819357e-04	2.80287153e-04	5.89205447e-04	3.75820727e-04	5.04822076e-04
696             	1.74535636e-02	8.17721797e-04	2.76902364e-04	5.89209473e-04	3.75135861e-04	5.17393740e-04
697             	1.75695278e-02	8.12369236e-04	2.73891606e-04	5.87343849e-04	3.74287872e-04	5.22652873e-04
698             	1.76991717e-02	8.07766679e-04	2.73309739e-04	5.87181273e-04	3.74837157e-04	5.15905946e-04
699             	1.83249747e-02	8.23051938e-04	2.84747092e-04	6.11865200e-04	3.81221002e-04	5.31656453e-04
700             	1.86808187e-02	8.15727810e-04	2.72795185e-04	5.97918837e-04	3.75257932e-04	5.15239832e-04
